Author_date_code,Stream,State_(USA)_or_country,Reach_descriptor,Date,Isotope_study,Stream_order,Discharge_Ls,Depth_m,Width_m,Velocity_ms,NH4_Cb_ ugNL,NH4_Cp_ugNL,NH4_Sw_m,NH4_Vf_mmmin,NO3_Cb_ugNL,NO3_Cp_ugNL,NO3_Sw_m,NO3_Vf_mmmin
Roberts_et_al_2007,Sally_Branch_2,GA,CWD-before,3-Sep,no,2,14.1,0.07,1.5,0.13,6.1,55.7,1667,0.36,NA,NA,NA,NA
Roberts_et_al_2007,Sally_Branch_2,GA,CWD-after,3-Oct,no,2,13.7,0.1,1.82,0.08,9,50.9,556,0.84,NA,NA,NA,NA
Roberts_et_al_2007,Sally_Branch_3,GA,CWD-before,3-Sep,no,1,5.6,0.05,1.19,0.09,6.4,54.3,370,0.78,NA,NA,NA,NA
Roberts_et_al_2007,Sally_Branch_3,GA,CWD-after,3-Oct,no,1,5.3,0.07,1.34,0.06,3.4,46.6,256,0.96,NA,NA,NA,NA
Roberts_et_al_2007,Little_Pine_Knot_Creek,GA,CWD-before,3-Sep,no,1,3.3,0.04,0.89,0.1,4.1,59.3,714,0.3,NA,NA,NA,NA
Roberts_et_al_2007,Little_Pine_Knot_Creek,GA,CWD-after,3-Oct,no,1,4.8,0.05,1.07,0.09,5.2,82.6,476,0.78,NA,NA,NA,NA
Simon_et_al_2007,Kye_Burn,NEW ZEALAND,east_tributary,day_1_2002,yes,1,12,0.13,1.62,NA,2.4,NA,38,15,1.4,NA,50,11.4
Simon_et_al_2007,Kye_Burn,NEW ZEALAND,east_tributary,day_7_2002,yes,1,12,0.13,1.62,NA,2.4,NA,34,13.8,1.4,NA,113,4.2
Simon_et_al_2007,Kye_Burn,NEW ZEALAND,north_tributary,day_1_2002,yes,1,6,0.09,2.08,NA,3.1,NA,17,15,3.2,NA,177,1.8
Simon_et_al_2007,Kye_Burn,NEW ZEALAND,north_tributary,day_7_2002,yes,1,6,0.09,2.08,NA,3.1,NA,17,11.4,3.2,NA,287,0.6
Simon_et_al_2007,Stony,NEW ZEALAND,grazed_tussock,day_1_2002,yes,3,104,0.15,3.87,NA,7.3,NA,134,11.4,1,NA,NA,NA
Simon_et_al_2007,Stony,NEW ZEALAND,grazed_tussock,day_7_2002,yes,3,104,0.15,3.87,NA,7.3,NA,200,7.8,1,NA,1121,1.2
Simon_et_al_2007,Sutton,NEW ZEALAND,grazed_tussock,day_1_2002,yes,3,44,0.15,2.86,NA,5.7,NA,101,9,6.6,NA,34,25.8
Simon_et_al_2007,Sutton,NEW ZEALAND,grazed_tussock,day_7_2002,yes,3,44,0.15,2.86,NA,5.7,NA,NA,NA,6.6,NA,NA,NA
Simon_et_al_2007,Broad,NEW ZEALAND,developed_pasture,day_1_2002,yes,4,190,0.26,3.08,NA,12.3,NA,1198,3.6,82.6,NA,NA,NA
Simon_et_al_2007,Broad,NEW ZEALAND,developed_pasture,day_7_2002,yes,4,190,0.26,3.08,NA,12.3,NA,NA,NA,82.6,NA,NA,NA
Simon_et_al_2007,Crookston,NEW ZEALAND,developed_pasture,day_1_2002,yes,NA,96,0.22,2.06,NA,12.5,NA,510,7.2,837,NA,NA,NA
Simon_et_al_2007,Crookston,NEW ZEALAND,developed_pasture,day_7_2002,yes,NA,96,0.22,2.06,NA,12.5,NA,NA,NA,837,NA,NA,NA
Simon_et_al_2007,Lovells,NEW ZEALAND,developed_pasture,day_1_2002,yes,NA,48,0.16,2.18,NA,13.4,NA,269,8.4,212,NA,608,3.6
Simon_et_al_2007,Lovells,NEW ZEALAND,developed_pasture,day_7_2002,yes,NA,48,0.16,2.18,NA,13.4,NA,188,6.6,212,NA,3104,0.6
Simon_et_al_2005,Kye_Burn,NEW ZEALAND,east_tributary,8-Oct-00,no,1,7.2,0.11,1.4,0.09,2.9,NA,60,17.39,1.9,NA,188,3.47
Simon_et_al_2005,Kye_Burn,NEW ZEALAND,north_tributary,8-Oct-00,no,1,9.2,0.15,1.5,0.12,2.4,NA,40,26.82,1.1,NA,126,6.94
Simon_et_al_2005,Kye_Burn,NEW ZEALAND,east_tributary,12-Nov-00,no,1,1.2,0.11,1.4,0.09,2.1,NA,27,22.15,4.5,NA,70,8.64
Simon_et_al_2005,Kye_Burn,NEW ZEALAND,north_tributary,12-Nov-00,no,1,1.9,0.15,1.5,0.12,1.4,NA,29,23.46,1.2,NA,58,12.42
Simon_et_al_2005,Kye_Burn,NEW ZEALAND,east_tributary,10-Dec-00,no,1,4.5,0.11,1.4,0.09,4.2,NA,36,17.54,3.1,NA,94,5.05
Simon_et_al_2005,Kye_Burn,NEW ZEALAND,north_tributary,10-Dec-00,no,1,6.4,0.15,1.5,0.12,3.4,NA,40,22.85,1.1,NA,82,11.09
Simon_et_al_2005,Kye_Burn,NEW ZEALAND,east_tributary,23-Jan-01,no,1,5.8,0.11,1.4,0.09,2.4,NA,19,22.81,6.5,NA,272,1.22
Simon_et_al_2005,Kye_Burn,NEW ZEALAND,north_tributary,23-Jan-01,no,1,3.3,0.15,1.5,0.12,1.7,NA,33,16.57,2.3,NA,147,3.7
Simon_et_al_2005,Kye_Burn,NEW ZEALAND,east_tributary,4-Feb-01,no,1,3.5,0.11,1.4,0.09,5.2,NA,33,9.06,5,NA,151,2.54
Simon_et_al_2005,Kye_Burn,NEW ZEALAND,north_tributary,4-Feb-01,no,1,26,0.15,1.5,0.12,7,NA,18,29.53,2,NA,142,4.31
Simon_et_al_2005,Kye_Burn,NEW ZEALAND,east_tributary,6-Mar-01,no,1,1.1,0.11,1.4,0.09,3.4,NA,28,10.24,10.1,NA,95,3.06
Simon_et_al_2005,Kye_Burn,NEW ZEALAND,north_tributary,6-Mar-01,no,1,8.2,0.15,1.5,0.12,3.9,NA,22,15.25,2.8,NA,130,2.59
Simon_et_al_2005,Kye_Burn,NEW ZEALAND,east_tributary,4-Apr-01,no,1,1.3,0.11,1.4,0.09,5.4,NA,40,4.78,13,NA,124,1.54
Simon_et_al_2005,Kye_Burn,NEW ZEALAND,north_tributary,4-Apr-01,no,1,4.6,0.15,1.5,0.12,3.8,NA,45,7.28,3.8,NA,203,1.6
Simon_et_al_2005,Kye_Burn,NEW ZEALAND,east_tributary,15-May-01,no,1,3.4,0.11,1.4,0.09,3,NA,63,7.14,5.9,NA,422,1.07
Simon_et_al_2005,Kye_Burn,NEW ZEALAND,north_tributary,15-May-01,no,1,1.7,0.15,1.5,0.12,2.1,NA,76,10.07,8.2,NA,501,1.52
Simon_et_al_2005,Kye_Burn,NEW ZEALAND,east_tributary,29-Jun-01,no,1,3.6,0.11,1.4,0.09,5.3,NA,344,6.21,1.7,NA,226,4.83
Simon_et_al_2005,Kye_Burn,NEW ZEALAND,north_tributary,29-Jun-01,no,1,6.5,0.15,1.5,0.12,5.4,NA,305,4.29,3.3,NA,292,3.25
Simon_et_al_2005,Kye_Burn,NEW ZEALAND,east_tributary,29-Jul-01,no,1,11.9,0.11,1.4,0.09,3.9,NA,47,29.16,4,NA,455,2.15
Simon_et_al_2005,Kye_Burn,NEW ZEALAND,north_tributary,29-Jul-01,no,1,10.3,0.15,1.5,0.12,3.7,NA,39,71.14,7.4,NA,630,3
Simon_et_al_2005,Kye_Burn,NEW ZEALAND,east_tributary,28-Aug-01,no,1,15.5,0.11,1.4,0.09,3.6,NA,111,8.73,1.7,NA,705,1.2
Simon_et_al_2005,Kye_Burn,NEW ZEALAND,north_tributary,28-Aug-01,no,1,3.6,0.15,1.5,0.12,2.4,NA,81,22.83,2,NA,214,7.32
Simon_et_al_2005,Kye_Burn,NEW ZEALAND,east_tributary,23-Sep-01,no,1,6.5,0.11,1.4,0.09,1.8,NA,19,20.91,1.3,NA,88,4.55
Simon_et_al_2005,Kye_Burn,NEW ZEALAND,north_tributary,23-Sep-01,no,1,3.5,0.15,1.5,0.12,0.5,NA,30,20.1,0.5,NA,96,6.21
Simon_et_al_2004,Kye_Burn,NEW ZEALAND,Galax,Mar-00,yes,1,23.6,0.14,1.4,NA,3,NA,22,43.2,2,NA,547,1.8
Simon_et_al_2004,Kye_Burn,NEW ZEALAND,Trout,Mar-00,yes,1,35.6,0.19,1.4,NA,2,NA,30,52.2,3,NA,58,27
Simon_et_al_2004,Kye_Burn,NEW ZEALAND,Galax,2-Feb,yes,1,9.1,0.14,1.4,NA,2,NA,17,15,3,NA,17,1.8
Simon_et_al_2004,Kye_Burn,NEW ZEALAND,Trout,2-Feb,yes,1,15.3,0.19,1.4,NA,1,NA,38,15,1,NA,38,11.4
Sweeney_et_al_2004, BigSprings ,, Forest , 03APR98 ,no,NA,33,NA,3.2,NA,9,NA,445,1.39,,,,
Sweeney_et_al_2004, BigSprings ,, Meadow , 03APR98 ,no,NA,45,NA,1.5,NA,6,NA,857,2.1,,,,
Sweeney_et_al_2004, BirchRun ,, Forest , 18JUN98 ,no,NA,117,NA,6.4,NA,10,NA,866,1.27,,,,
Sweeney_et_al_2004, BirchRun ,, Meadow , 18JUN98 ,no,NA,99,NA,2.1,NA,16,NA,NA,NA,,,,
Sweeney_et_al_2004, BirchRun ,, Forest , 19NOV98 ,no,NA,35,NA,6.3,NA,4,NA,143,2.33,,,,
Sweeney_et_al_2004, BirchRun ,, Meadow , 19NOV98 ,no,NA,32,NA,1.9,NA,3,NA,629,1.61,,,,
Sweeney_et_al_2004, DoeWister ,, Forest , 08JUN99 ,no,NA,220,NA,7.7,NA,30,NA,348,4.93,,,,
Sweeney_et_al_2004, DoeWister ,, Meadow , 08JUN99 ,no,NA,190,NA,5.8,NA,36,NA,2818,0.7,,,,
Sweeney_et_al_2004, Fishers ,, Forest , 09JUN98 ,no,NA,144,NA,5,NA,8,NA,582,2.97,,,,
Sweeney_et_al_2004, Fishers ,, Meadow , 09JUN98 ,no,NA,219,NA,4.1,NA,4,NA,845,3.79,,,,
Sweeney_et_al_2004, Fishers ,, Forest , 27JAN99 ,no,NA,178,NA,5.6,NA,16,NA,3241,0.59,,,,
Sweeney_et_al_2004, Fishers ,, Meadow , 27JAN99 ,no,NA,187,NA,4.1,NA,16,NA,1842,1.49,,,,
Sweeney_et_al_2004, Gramies ,, Forest , 02SEP99 ,no,NA,12,NA,3.6,NA,5,NA,278,0.72,,,,
Sweeney_et_al_2004, Gramies ,, Meadow , 01SEP99 ,no,NA,12,NA,2,NA,9,NA,208,1.73,,,,
Sweeney_et_al_2004, Hannums ,, Forest , 17MAR98 ,no,NA,12,NA,2.5,NA,14,NA,287,1,,,,
Sweeney_et_al_2004, Hannums ,, Meadow , 17MAR98 ,no,NA,14,NA,0.8,NA,8,NA,896,1.17,,,,
Sweeney_et_al_2004, Hannums ,, Forest , 13MAY98 ,no,NA,13,NA,2.8,NA,25,NA,221,1.26,,,,
Sweeney_et_al_2004, Hannums ,, Meadow , 13MAY98 ,no,NA,16,NA,0.9,NA,44,NA,1127,0.95,,,,
Sweeney_et_al_2004, Moorheads ,, Forest , 21MAY98 ,no,NA,13,NA,2.3,NA,15,NA,346,0.98,,,,
Sweeney_et_al_2004, Moorheads ,, Meadow , 21MAY98 ,no,NA,20,NA,1.1,NA,33,NA,126,8.66,,,,
Sweeney_et_al_2004, Moorheads ,, Forest , 06NOV98 ,no,NA,5,NA,3.2,NA,6,NA,56,1.67,,,,
Sweeney_et_al_2004, Moorheads ,, Meadow , 06NOV98 ,no,NA,9,NA,1.2,NA,4,NA,112,4.02,,,,
Sweeney_et_al_2004, Pocopson ,, Forest , 10JUL98 ,no,NA,190,NA,7.9,NA,28,NA,247,5.84,,,,
Sweeney_et_al_2004, Pocopson ,, Meadow , 10JUL98 ,no,NA,192,NA,5.2,NA,17,NA,3269,0.68,,,,
Sweeney_et_al_2004, Pocopson ,, Forest , 10FEB99 ,no,NA,218,NA,8,NA,27,NA,777,2.1,,,,
Sweeney_et_al_2004, Pocopson ,, Meadow , 10FEB99 ,no,NA,270,NA,4.6,NA,24,NA,2657,1.33,,,,
Sweeney_et_al_2004, Teters ,, Forest , 15APR98 ,no,NA,34,NA,2.9,NA,14,NA,625,1.13,,,,
Sweeney_et_al_2004, Teters ,, Meadow , 15APR98 ,no,NA,49,NA,1.6,NA,10,NA,3094,0.59,,,,
Sweeney_et_al_2004, WestBrWCC ,, Forest , 26JUN98 ,no,NA,11,NA,2.8,NA,17,NA,228,1.03,,,,
Sweeney_et_al_2004, WestBrWCC ,, Meadow , 26JUN98 ,no,NA,14,NA,1.3,NA,16,NA,440,1.47,,,,
Sweeney_et_al_2004, WestBrWCC ,, Forest , 09DEC98 ,no,NA,7,NA,2.9,NA,4,NA,74,1.96,,,,
Sweeney_et_al_2004, WestBrWCC ,, Meadow , 09DEC98 ,no,NA,9,NA,1.3,NA,3,NA,143,2.9,,,,
Sweeney_et_al_2004, Wests ,, Forest , 29APR98 ,no,NA,18,NA,2.7,NA,10,NA,245,1.63,,,,
Sweeney_et_al_2004, Wests ,, Meadow , 29APR98 ,no,NA,23,NA,1.3,NA,10,NA,927,1.15,,,,
Sweeney_et_al_2004, WhiteClayCr ,, Forest , 26FEB98 ,no,NA,118,NA,4.8,NA,16,NA,769,1.92,,,,
Sweeney_et_al_2004, WhiteClayCr ,, Meadow , 26FEB98 ,no,NA,158,NA,2.9,NA,17,NA,NA,NA,,,,
Sweeney_et_al_2004, WhiteClayCr ,, Forest , 08JUN00 ,no,NA,110,NA,5.3,NA,20,NA,699,1.78,,,,
Sweeney_et_al_2004, WhiteClayCr ,, Meadow , 08JUN00 ,no,NA,105,NA,3,NA,19,NA,1355,1.55,,,,
Tank_2006_unpublished,Marae,NEW ZEALAND,NA,NA,no,NA,33,NA,0.9,NA,NA,NA,NA,NA,10.4,NA,1351,NA
Tank_2006_unpublished,Tupatomatua,NEW ZEALAND,NA,NA,no,NA,45,NA,2,NA,NA,NA,NA,NA,214.4,NA,5467.4,NA
Tank_2006_unpublished,Waihi,NEW ZEALAND,NA,NA,no,NA,117,NA,1.5,NA,NA,NA,NA,NA,18,NA,3499.4,NA
Tank_2006_unpublished,Longwaite_Trib,NEW ZEALAND,NA,NA,no,NA,99,NA,0.4,NA,NA,NA,NA,NA,51.2,NA,673.5,NA
Tank_2006_unpublished,Schole_Pasture,NEW ZEALAND,NA,NA,no,NA,35,NA,0.6,NA,NA,NA,NA,NA,2.4,NA,740.4,NA
Tank_2006_unpublished,Hautu,NEW ZEALAND,NA,NA,no,NA,32,NA,1.2,NA,NA,NA,NA,NA,362.2,NA,6071.6,NA
Tank_2006_unpublished,Whangamata,NEW ZEALAND,NA,NA,no,NA,220,NA,2.3,NA,NA,NA,NA,NA,1110,NA,12034.8,NA
Tank_2006_unpublished,Mapara,NEW ZEALAND,NA,NA,no,NA,190,NA,2,NA,NA,NA,NA,NA,636.4,NA,255.9,NA
Tank_2006_unpublished,Tutaeuaua_Flax,NEW ZEALAND,NA,NA,no,NA,144,NA,1.8,NA,NA,NA,NA,NA,192.2,NA,653.5,NA
Tank_2006_unpublished,Schole_Pine,NEW ZEALAND,NA,NA,no,NA,219,NA,0.9,NA,NA,NA,NA,NA,4.6,NA,490.5,NA
Tank_2006_unpublished,Tutaeuaua_Pine,NEW ZEALAND,NA,NA,no,NA,178,NA,1.4,NA,NA,NA,NA,NA,99.4,NA,673.8,NA
Tank_2006_unpublished,Waitotara,NEW ZEALAND,NA,NA,no,NA,187,NA,1.2,NA,NA,NA,NA,NA,315.6,NA,1583.6,NA
Tank_2006_unpublished,Waitetoko,NEW ZEALAND,NA,NA,no,NA,28,NA,1.7,NA,NA,NA,NA,NA,95,NA,1640.6,NA
Tank_et_al_2008,Snake,WY,,5-Jul,no,7,33,NA,41,NA,5,,2000,9.3,5.2,,2500,7.4
Tank_et_al_2000,Upper_Ball_Creek,NC,NA,3-Nov-96,yes,2,12,0.1,2.7,0.143,3,3,28,44.4,1,1,117,5.56
Tank_et_al_2000,Upper_Ball_Creek,NC,NA,14-Oct-96,no,2,12,0.1,2.7,0.205,3,22.5,65,18.92,2,15,199,6.18
Tank_et_al_2000,Upper_Ball_Creek,NC,NA,23-Nov-96,yes,2,12,0.1,2.7,0.155,3.4,3.4,86,16.2,1,NA,NA,NA
Tank_et_al_2000,Upper_Ball_Creek,NC,NA,13-Dec-96,yes,2,14,0.1,2.7,0.18,3.5,3.5,103,16.8,4,NA,NA,NA
Taylor_2006,Rio_las_Marias,VENEZUELA,reference,NA,yes,4,13,0.094,6.48,0.16,7.7,NA,491,1.9,10.2,NA,9085,0.16
Taylor_2006,Rio_las_Marias,VENEZUELA,fish_exclosed,NA,yes,4,16,0.082,7.84,0.227,6.9,NA,396,2.85,9.2,NA,732,2.14
Thomas_et_al_2003,Snake_Den_Branch,NC,NA,Aug-99,yes,2,13,0.047,1.13,0.05,NA,NA,NA,NA,11.7,11.7,73,1.91
Thomas_et_al_2003,Snake_Den_Branch,NC,NA,Apr-00,yes,2,20,0.051,1.12,0.083,NA,NA,NA,NA,3.7,3.7,75,3.42
Triska_et_al_1989,Little_Lost_Man_Creek,CA,reach_1,20-Aug-79,no,3,5,0.1,3.5,0.019,1.5,NA,NA,NA,34,225,171,0.67
Triska_et_al_1989,Little_Lost_Man_Creek,CA,reach_2,20-Aug-79,no,3,9,0.17,2.9,0.014,1.5,NA,NA,NA,38,209,236,0.61
Triska_et_al_1989,Little_Lost_Man_Creek,CA,reach_3,20-Aug-79,no,3,190,0.26,2.3,0.012,1.5,NA,NA,NA,41,187,2013,0.09
Triska_et_al_1989,Little_Lost_Man_Creek,CA,reach_4,20-Aug-79,no,3,192,0.26,2.3,0.012,1.5,NA,NA,NA,41,182,501,0.37
Valett_et_al_1996,Aspen_Creek,NM,sandstone,Aug-92,no,1,218,NA,NA,NA,34,NA,NA,NA,44,281.6,1178,NA
Valett_et_al_1996,Gallina_Creek,NM,granite,Sep-92,no,1,270,NA,NA,0.013,17,NA,NA,NA,5,120,133,NA
Valett_et_al_1996,Gallina_Creek,NM,granite,Jul-93,no,1,34,NA,NA,0.107,NA,NA,NA,NA,NA,NA,205,NA
Valett_et_al_1996,Gallina_Creek,NM,granite,Jan-93,no,1,49,NA,NA,0.208,NA,NA,NA,NA,NA,NA,738,NA
Valett_et_al_1996,Gallina_Creek,NM,granite,May-93,no,1,11,NA,NA,0.025,NA,NA,NA,NA,NA,NA,3183,NA
Valett_et_al_1996,Rio_Calaveras,NM,volcanic_tuff,Jul-92,no,1,14,NA,NA,NA,41,NA,NA,NA,145,986,782,NA
Webster_et_al_2003,Bear_Brook,NH,NA,16-Jun-97,no/yes,3,7,0.098,2.2,0.021,4,4,14,7.14,57.4,57.4,102,1.21
Webster_et_al_2003,E1_Creek,AK,NA,30-Jun-97,no/yes,2,9,0.12,1.5,0.123,1.4,1.4,40,12.48,35.7,35.7,271,3.27
Webster_et_al_2003,Gallina_Creek,NM,granite,25-Aug-97,no/yes,1,18,0.039,1.3,0.083,5,5,21,9.24,7.5,7.5,78,2.5
Webster_et_al_2003,Little_Miami_River,MI,East_Fork,11-Aug-98,no/yes,5,23,0.23,14.6,0.257,31.1,31.1,475,7.32,543.5,543.5,380,9.33
Webster_et_al_2003,Sycamore_Creek,AZ,NA,4-Jan-97,no/yes,4,118,0.088,6.2,0.221,2,2,47,15.3,16.8,16.8,129,9.05
Wilcock_2002,Toenepi_Stream,NA,shade,Jan-00,no,3,158,NA,NA,0.002,NA,NA,100,NA,NA,NA,60,NA
Wilcock_2002,Toenepi_Stream,NA,reference,Jan-00,no,3,110,NA,NA,0.008,NA,NA,395,NA,NA,NA,220,NA
Wollheim_et_al_2001,E1_Creek,AK,tundra,Jun-97,yes,2,105,0.06,,0.16,1.4,1.4,40,14.4,36.4,,,
Wollheim_et_al_2001,Blueberry_Creek,AK,lake_outlet,Jun-94,yes,2,287,0.2,5.13,0.28,4.2,4.2,152,22.1,4.2,NA,NA,NA
Wollheim_et_al_2001,Imnavait_Creek,AK,beaded/peaty,Jun-95,yes,2,29,0.57,2.54,0.02,4.9,4.9,70,9.78,2.8,NA,NA,NA
Wollheim_et_al_2001,Kuparuk_River,AK,reference,Jun-91,yes,4,1720,0.58,11.4,0.26,2.8,2.8,454,19.4,14,NA,NA,NA
Wollheim_et_al_2001,Kuparuk_River,AK,fertilized,Jun-94,yes,4,5010,0.79,9.06,0.7,2.1,2.1,278,119.4,7,NA,NA,NA
Wollheim_et_al_2001,Kuparuk_River,AK,lower,Jun-96,yes,5,18300,0.91,55.86,0.36,3.5,3.5,5360,3.67,16.8,NA,NA,NA
