DateTime_UTC,nitrateNitrite,temp_C,DO_mgL,DO_sat,PAR,barom.pressure,Discharge_m3s,Depth_m
2/20/18 0:00,2.797122,7.554,0.054,0.46458,131.69,96.08055,56.7752,0.68971116
2/20/18 0:10,NA,7.544,0.051,0.438662,93.02,96.092,NA,NA
2/20/18 0:15,2.769426,NA,NA,NA,127.44,96.08055,56.7752,0.68971116
2/20/18 0:20,NA,7.525,0.051,0.438456,102.67,96.09036,NA,NA
2/20/18 0:30,2.752908,7.525,0.049,0.421262,106.22,96.09036,56.7752,0.68971116
2/20/18 0:40,NA,7.516,0.049,0.421168,147.89,96.10999,NA,NA
2/20/18 0:45,2.757301,NA,NA,NA,87.24,96.12144,56.7752,0.68971116
2/20/18 0:50,NA,7.544,0.048,0.412858,144.73,96.11817,NA,NA
2/20/18 1:00,2.758831,7.516,0.049,0.421168,133.09,96.11653,56.6336,0.688678541
2/20/18 1:10,NA,7.535,0.047,0.404167,132.78,96.10017,NA,NA
2/20/18 1:15,2.749853,NA,NA,NA,100.04,96.10999,56.3504,0.686610201
2/20/18 1:20,NA,7.535,0.047,0.404167,58.16,96.1149,NA,NA
2/20/18 1:30,2.751574,7.506,0.046,0.395285,77.7,96.1198,56.3504,0.686610201
2/20/18 1:40,NA,7.525,0.045,0.386873,111.27,96.11326,NA,NA
2/20/18 1:45,2.751,NA,NA,NA,70.1,96.12961,56.6336,0.688678541
2/20/18 1:50,NA,7.544,0.046,0.395656,100.36,96.13452,NA,NA
2/20/18 2:00,2.767646,7.535,0.046,0.395568,70.07,96.12961,56.7752,0.68971116
2/20/18 2:10,NA,7.497,0.044,0.378015,101.55,96.12961,NA,NA
2/20/18 2:15,2.777039,NA,NA,NA,96.88,96.14434,56.7752,0.68971116
2/20/18 2:20,NA,7.535,0.044,0.378369,116.41,96.14925,NA,NA
2/20/18 2:30,2.790082,7.563,0.044,0.378631,83.21,96.16887,56.6336,0.688678541
2/20/18 2:40,NA,7.535,0.045,0.386969,78.11,96.15906,NA,NA
2/20/18 2:45,2.791811,NA,NA,NA,82.89,96.14761,56.6336,0.688678541
2/20/18 2:50,NA,7.544,0.044,0.378453,67.02,96.13943,NA,NA
2/20/18 3:00,2.798928,7.535,0.044,0.378369,51.56,96.15743,56.7752,0.68971116
2/20/18 3:10,NA,7.535,0.045,0.386969,42.14,96.17869,NA,NA
2/20/18 3:15,2.813205,NA,NA,NA,57.89,96.16887,56.6336,0.688678541
2/20/18 3:20,NA,7.525,0.044,0.378276,62.37,96.16887,NA,NA
2/20/18 3:30,2.813782,7.544,0.044,0.378453,64.19,96.17869,56.6336,0.688678541
2/20/18 3:40,NA,7.516,0.043,0.369597,43.9,96.19831,NA,NA
2/20/18 3:45,2.800334,NA,NA,NA,27.86,96.20813,56.6336,0.688678541
2/20/18 3:50,NA,7.535,0.043,0.36977,28.15,96.21795,NA,NA
2/20/18 4:00,2.77072,7.516,0.041,0.352406,24.99,96.22285,56.7752,0.68971116
2/20/18 4:10,NA,7.506,0.043,0.369506,22.28,96.22776,NA,NA
2/20/18 4:15,2.75979,NA,NA,NA,18.97,96.22776,56.6336,0.688678541
2/20/18 4:20,NA,7.525,0.041,0.352485,15.22,96.2343,NA,NA
2/20/18 4:30,2.775743,7.525,0.04,0.343887,10.37,96.24739,56.6336,0.688678541
2/20/18 4:40,NA,7.516,0.041,0.352406,8.78,96.24739,NA,NA
2/20/18 4:45,2.802069,NA,NA,NA,6.19,96.24739,56.9168,0.690742749
2/20/18 4:50,NA,7.544,0.04,0.344049,3.74,96.24739,NA,NA
2/20/18 5:00,2.834241,7.516,0.04,0.343811,1.54,96.25066,56.6336,0.688678541
2/20/18 5:10,NA,7.497,0.04,0.34365,0.31,96.27029,NA,NA
2/20/18 5:15,2.845648,NA,NA,NA,0.2,96.27683,56.7752,0.68971116
2/20/18 5:20,NA,7.525,0.039,0.33529,0.1,96.27683,NA,NA
2/20/18 5:30,2.830431,7.516,0.039,0.335216,-0.05,96.27683,56.9168,0.690742749
2/20/18 5:40,NA,7.487,0.038,0.326387,-0.06,96.27683,NA,NA
2/20/18 5:45,2.797686,NA,NA,NA,-0.03,96.27683,56.7752,0.68971116
2/20/18 5:50,NA,7.506,0.04,0.343726,-0.06,96.27683,NA,NA
2/20/18 6:00,2.771475,7.478,0.037,0.317727,-0.06,96.28664,56.9168,0.690742749
2/20/18 6:10,NA,7.487,0.037,0.317798,-0.08,96.28992,NA,NA
2/20/18 6:15,2.770323,NA,NA,NA,-0.15,96.28664,57.0584,0.691773312
2/20/18 6:20,NA,7.478,0.036,0.30914,-0.02,96.27683,NA,NA
2/20/18 6:30,2.767265,7.439,0.036,0.308842,0,96.27683,56.9168,0.690742749
2/20/18 6:40,NA,7.449,0.038,0.32608,-0.04,96.26702,NA,NA
2/20/18 6:45,2.753698,NA,NA,NA,-0.01,96.29646,56.9168,0.690742749
2/20/18 6:50,NA,7.411,0.036,0.308628,-0.01,96.26702,NA,NA
2/20/18 7:00,2.731924,7.439,0.036,0.308842,-0.03,96.2572,56.7752,0.68971116
2/20/18 7:10,NA,7.42,0.039,0.334422,-0.02,96.2572,NA,NA
2/20/18 7:15,2.72906,NA,NA,NA,-0.08,96.2801,56.9168,0.690742749
2/20/18 7:20,NA,7.411,0.036,0.308628,-0.02,96.26865,NA,NA
2/20/18 7:30,2.747808,7.382,0.037,0.316974,-0.06,96.2572,56.9168,0.690742749
2/20/18 7:40,NA,7.392,0.036,0.308483,-0.11,96.28664,NA,NA
2/20/18 7:45,2.781317,NA,NA,NA,-0.06,96.2572,56.9168,0.690742749
2/20/18 7:50,NA,7.382,0.037,0.316974,-0.03,96.24739,NA,NA
2/20/18 8:00,2.814172,7.373,0.037,0.316903,-0.08,96.23757,56.9168,0.690742749
2/20/18 8:10,NA,7.334,0.037,0.316597,-0.05,96.23757,NA,NA
2/20/18 8:15,2.835396,NA,NA,NA,-0.06,96.21467,56.9168,0.690742749
2/20/18 8:20,NA,7.325,0.036,0.307972,-0.09,96.23594,NA,NA
2/20/18 8:30,2.828655,7.306,0.036,0.307827,-0.05,96.2343,56.9168,0.690742749
2/20/18 8:40,NA,7.315,0.037,0.316449,-0.06,96.24739,NA,NA
2/20/18 8:45,2.79542,NA,NA,NA,-0.08,96.24411,57.0584,0.691773312
2/20/18 8:50,NA,7.296,0.036,0.307751,-0.04,96.24739,NA,NA
2/20/18 9:00,2.737229,7.268,0.035,0.298995,-0.05,96.21958,56.9168,0.690742749
2/20/18 9:10,NA,7.248,0.036,0.307385,-0.05,96.21304,NA,NA
2/20/18 9:15,2.689454,NA,NA,NA,-0.02,96.21795,56.9168,0.690742749
2/20/18 9:20,NA,7.22,0.036,0.307172,-0.04,96.19831,NA,NA
2/20/18 9:30,2.652365,7.21,0.036,0.307095,-0.05,96.19831,56.9168,0.690742749
2/20/18 9:40,NA,7.201,0.035,0.298498,-0.05,96.20158,NA,NA
2/20/18 9:45,2.627545,NA,NA,NA,-0.06,96.23757,56.9168,0.690742749
2/20/18 9:50,NA,7.153,0.036,0.306661,-0.07,96.24575,NA,NA
2/20/18 10:00,2.608969,7.143,0.033,0.281036,-0.02,96.23921,56.9168,0.690742749
2/20/18 10:10,NA,7.133,0.035,0.297994,-0.07,96.26538,NA,NA
2/20/18 10:15,2.591763,NA,NA,NA,-0.05,96.24084,56.9168,0.690742749
2/20/18 10:20,NA,7.124,0.035,0.297928,-0.06,96.22776,NA,NA
2/20/18 10:30,2.567575,7.105,0.035,0.297787,-0.06,96.23103,56.9168,0.690742749
2/20/18 10:40,NA,7.085,0.035,0.297639,-0.03,96.17542,NA,NA
2/20/18 10:45,2.540817,NA,NA,NA,-0.05,96.16887,56.9168,0.690742749
2/20/18 10:50,NA,7.076,0.034,0.28907,-0.07,96.15906,NA,NA
2/20/18 11:00,2.526884,7.057,0.033,0.280436,-0.02,96.19668,56.9168,0.690742749
2/20/18 11:10,NA,7.047,0.036,0.305854,-0.05,96.1885,NA,NA
2/20/18 11:15,2.540435,NA,NA,NA,-0.05,96.18196,56.9168,0.690742749
2/20/18 11:20,NA,7.047,0.034,0.288862,-0.05,96.16887,NA,NA
2/20/18 11:30,2.585392,7.009,0.036,0.305564,-0.05,96.15743,56.9168,0.690742749
2/20/18 11:40,NA,6.999,0.034,0.288517,-0.03,96.21795,NA,NA
2/20/18 11:45,2.617283,NA,NA,NA,-0.01,96.21631,56.9168,0.690742749
2/20/18 11:50,NA,6.97,0.033,0.279829,-0.03,96.25229,NA,NA
2/20/18 12:00,2.60855,6.951,0.035,0.296647,-0.04,96.2801,56.9168,0.690742749
2/20/18 12:10,NA,6.912,0.033,0.279424,-0.04,96.27029,NA,NA
2/20/18 12:15,2.528024,NA,NA,NA,-0.06,96.28992,56.6336,0.688678541
2/20/18 12:20,NA,6.855,0.034,0.287482,-0.03,96.26702,NA,NA
2/20/18 12:30,2.419795,6.797,0.033,0.278623,-0.03,96.26702,56.9168,0.690742749
2/20/18 12:40,NA,6.613,0.032,0.268937,-0.02,96.3259,NA,NA
2/20/18 12:45,2.339051,NA,NA,NA,-0.07,96.2801,56.7752,0.68971116
2/20/18 12:50,NA,6.487,0.032,0.268087,-0.06,96.25066,NA,NA
2/20/18 13:00,2.279241,6.371,0.034,0.284012,-0.03,96.21958,56.6336,0.688678541
2/20/18 13:10,NA,6.293,0.033,0.275117,-0.08,96.24575,NA,NA
2/20/18 13:15,2.244552,NA,NA,NA,-0.05,96.20813,56.7752,0.68971116
2/20/18 13:20,NA,6.196,0.034,0.28276,-0.12,96.21304,NA,NA
2/20/18 13:30,2.219254,6.108,0.033,0.273833,-0.02,96.20322,56.6336,0.688678541
2/20/18 13:40,NA,6.03,0.035,0.289856,-0.07,96.22285,NA,NA
2/20/18 13:45,2.205817,NA,NA,NA,-0.05,96.25066,56.7752,0.68971116
2/20/18 13:50,NA,5.971,0.035,0.289422,-0.05,96.24248,NA,NA
2/20/18 14:00,2.201055,5.912,0.034,0.280732,-0.07,96.18196,56.7752,0.68971116
2/20/18 14:10,NA,5.814,0.034,0.280033,-0.03,96.36352,NA,NA
2/20/18 14:15,2.177256,NA,NA,NA,-0.02,96.2801,56.0673,0.684538431
2/20/18 14:20,NA,5.726,0.034,0.279405,-0.07,96.23921,NA,NA
2/20/18 14:30,2.145217,5.647,0.034,0.278843,-0.04,96.29482,56.3504,0.686610201
2/20/18 14:40,NA,5.598,0.035,0.286685,-0.03,96.26702,NA,NA
2/20/18 14:45,2.121027,NA,NA,NA,-0.11,96.29646,56.7752,0.68971116
2/20/18 14:50,NA,5.519,0.035,0.286106,-0.04,96.27846,NA,NA
2/20/18 15:00,2.086558,5.46,0.036,0.293836,-0.02,96.34553,56.6336,0.688678541
2/20/18 15:10,NA,5.46,0.034,0.277512,-0.1,96.28664,NA,NA
2/20/18 15:15,2.056328,NA,NA,NA,0.11,96.34389,56.6336,0.688678541
2/20/18 15:20,NA,5.469,0.035,0.28574,-0.03,96.34716,NA,NA
2/20/18 15:30,2.034978,5.45,0.034,0.277441,-0.09,96.36352,56.7752,0.68971116
2/20/18 15:40,NA,5.43,0.034,0.277298,-0.05,96.36516,NA,NA
2/20/18 15:45,2.055981,NA,NA,NA,-0.05,96.35371,56.3504,0.686610201
2/20/18 15:50,NA,5.41,0.035,0.285308,-0.08,96.33572,NA,NA
2/20/18 16:00,2.122838,5.4,0.033,0.268936,-0.04,96.30627,56.6336,0.688678541
2/20/18 16:10,NA,5.45,0.033,0.269281,-0.07,96.32426,NA,NA
2/20/18 16:15,2.191044,NA,NA,NA,-0.2,96.32917,56.6336,0.688678541
2/20/18 16:20,NA,5.43,0.034,0.277298,-0.05,96.33572,NA,NA
2/20/18 16:30,2.250206,5.479,0.035,0.285813,-0.1,96.29646,56.6336,0.688678541
2/20/18 16:40,NA,5.509,0.034,0.27786,-0.04,96.35371,NA,NA
2/20/18 16:45,2.31432,NA,NA,NA,-0.05,96.38805,56.6336,0.688678541
2/20/18 16:50,NA,5.529,0.034,0.278003,-0.06,96.42731,NA,NA
2/20/18 17:00,2.390651,5.558,0.033,0.270026,-0.05,96.44366,56.3504,0.686610201
2/20/18 17:10,NA,5.558,0.034,0.278209,-0.03,96.48455,NA,NA
2/20/18 17:15,2.491175,NA,NA,NA,-0.07,96.47311,56.0673,0.684538431
2/20/18 17:20,NA,5.588,0.033,0.270234,-0.04,96.47474,NA,NA
2/20/18 17:30,2.594018,5.647,0.034,0.278843,-0.02,96.43385,56.6336,0.688678541
2/20/18 17:40,NA,5.667,0.032,0.262574,-0.05,96.47311,NA,NA
2/20/18 17:45,2.686108,NA,NA,NA,-0.03,96.50255,56.3504,0.686610201
2/20/18 17:50,NA,5.667,0.034,0.278985,-0.03,96.52708,NA,NA
2/20/18 18:00,2.777349,5.716,0.035,0.28755,0.07,96.55161,56.2088,0.685574472
2/20/18 18:10,NA,5.726,0.033,0.271188,0.07,96.6841,NA,NA
2/20/18 18:15,3.009103,NA,NA,NA,0.32,96.7348,55.7841,0.682461738
2/20/18 18:20,NA,5.745,0.032,0.263097,0.17,96.64811,NA,NA
2/20/18 18:30,3.825124,5.775,0.032,0.263298,0.42,96.67919,55.5009,0.680380824
2/20/18 18:40,NA,5.775,0.033,0.271527,0.98,96.73153,NA,NA
2/20/18 18:45,5.23138,NA,NA,NA,1.13,96.76587,55.7841,0.682461738
2/20/18 18:50,NA,5.745,0.032,0.263097,1.29,96.67101,NA,NA
2/20/18 19:00,6.474127,5.726,0.034,0.279405,1.99,96.65629,56.6336,0.688678541
2/20/18 19:10,NA,5.736,0.032,0.263037,3.06,96.5647,NA,NA
2/20/18 19:15,6.728797,NA,NA,NA,5.36,96.43876,56.6336,0.688678541
2/20/18 19:20,NA,5.726,0.033,0.271188,8.16,96.43549,NA,NA
2/20/18 19:30,6.194035,5.716,0.031,0.254687,11.92,96.63176,55.7841,0.682461738
2/20/18 19:40,NA,5.726,0.032,0.26297,15.46,96.64812,NA,NA
2/20/18 19:45,5.502407,NA,NA,NA,18.43,96.62685,56.0673,0.684538431
2/20/18 19:50,NA,5.726,0.034,0.279405,16.67,96.64157,NA,NA
2/20/18 20:00,5.128228,5.716,0.033,0.271118,27.41,96.72171,55.7841,0.682461738
2/20/18 20:10,NA,5.726,0.033,0.271188,20.97,96.75606,NA,NA
2/20/18 20:15,4.880618,NA,NA,NA,24.19,96.71845,55.7841,0.682461738
2/20/18 20:20,NA,5.726,0.031,0.254752,30.12,96.72335,NA,NA
2/20/18 20:30,4.734774,5.716,0.033,0.271118,61.11,96.70863,55.7841,0.682461738
2/20/18 20:40,NA,5.696,0.033,0.27098,113.91,96.7577,NA,NA
2/20/18 20:45,4.559715,NA,NA,NA,54.8,96.7855,55.7841,0.682461738
2/20/18 20:50,NA,5.667,0.032,0.262574,67.87,96.77569,NA,NA
2/20/18 21:00,4.31508,5.627,0.033,0.270503,36.53,96.9147,55.7841,0.682461738
2/20/18 21:10,NA,5.627,0.032,0.262306,34,96.97358,NA,NA
2/20/18 21:15,4.088495,NA,NA,NA,35.51,96.97685,55.7841,0.682461738
2/20/18 21:20,NA,5.608,0.033,0.270372,28.62,96.96213,NA,NA
2/20/18 21:30,3.924379,5.578,0.032,0.261978,56.37,96.94578,55.7841,0.682461738
2/20/18 21:40,NA,5.558,0.033,0.270026,62.24,96.96704,NA,NA
2/20/18 21:45,3.843673,NA,NA,NA,62.5,96.97521,55.7841,0.682461738
2/20/18 21:50,NA,5.539,0.033,0.269895,91.62,96.9425,NA,NA
2/20/18 22:00,3.774711,5.509,0.032,0.261516,87.06,96.99321,55.7841,0.682461738
2/20/18 22:10,NA,5.469,0.033,0.269412,135.19,96.98339,NA,NA
2/20/18 22:15,3.730282,NA,NA,NA,118.2,97.02264,55.9257,0.68350061
2/20/18 22:20,NA,5.43,0.033,0.269143,128.55,97.03246,NA,NA
2/20/18 22:30,3.678934,5.41,0.033,0.269005,108.31,97.05208,55.7841,0.682461738
2/20/18 22:40,NA,5.361,0.032,0.260525,147.68,97.08152,NA,NA
2/20/18 22:45,3.63731,NA,NA,NA,166.15,97.07988,55.7841,0.682461738
2/20/18 22:50,NA,5.341,0.032,0.260391,167.11,97.08152,NA,NA
2/20/18 23:00,3.602757,5.291,0.032,0.260057,154.52,97.08152,55.5009,0.680380824
2/20/18 23:10,NA,5.262,0.032,0.259863,216.41,97.08806,NA,NA
2/20/18 23:15,3.604703,NA,NA,NA,160.85,97.08642,55.6425,0.681421811
2/20/18 23:20,NA,5.212,0.032,0.259529,303.36,97.09624,NA,NA
2/20/18 23:30,3.646986,5.172,0.032,0.259262,238.05,97.09297,55.0762,0.677252209
2/20/18 23:40,NA,5.142,0.031,0.250966,373.1,97.09133,NA,NA
2/20/18 23:45,3.729765,NA,NA,NA,238.38,97.10115,55.3593,0.679338775
2/20/18 23:50,NA,5.133,0.032,0.259001,197.92,97.1175,NA,NA
2/21/18 0:00,3.832356,5.073,0.032,0.258601,174.7,97.11095,55.3593,0.679338775
2/21/18 0:10,NA,5.053,0.033,0.266544,220.53,97.13222,NA,NA
2/21/18 0:15,3.909736,NA,NA,NA,303.85,97.12567,55.5009,0.680380824
2/21/18 0:20,NA,4.983,0.032,0.258,229.19,97.13222,NA,NA
2/21/18 0:30,3.957844,4.983,0.032,0.258,292.6,97.11586,55.9257,0.68350061
2/21/18 0:40,NA,4.943,0.031,0.249679,278.26,97.11913,NA,NA
2/21/18 0:45,4.021323,NA,NA,NA,227.44,97.10768,56.3504,0.686610201
2/21/18 0:50,NA,4.913,0.032,0.257533,255.38,97.09624,NA,NA
2/21/18 1:00,4.073063,4.883,0.03,0.24125,231.51,97.10932,56.6336,0.688678541
2/21/18 1:10,NA,4.863,0.032,0.2572,196.6,97.13058,NA,NA
2/21/18 1:15,4.20162,NA,NA,NA,271.52,97.13876,56.7752,0.68971116
2/21/18 1:20,NA,4.853,0.033,0.265169,299.38,97.14366,NA,NA
2/21/18 1:30,4.390047,4.823,0.033,0.264963,216.97,97.17147,56.7752,0.68971116
2/21/18 1:40,NA,4.803,0.032,0.2568,199.59,97.2009,NA,NA
2/21/18 1:45,4.600188,NA,NA,NA,216.08,97.21562,56.7752,0.68971116
2/21/18 1:50,NA,4.813,0.033,0.264894,202.4,97.2238,NA,NA
2/21/18 2:00,4.772892,4.763,0.031,0.248517,123.15,97.24833,57.0584,0.691773312
2/21/18 2:10,NA,4.733,0.033,0.264344,126.64,97.27777,NA,NA
2/21/18 2:15,4.864112,NA,NA,NA,90.84,97.29412,57.0584,0.691773312
2/21/18 2:20,NA,4.703,0.032,0.256134,71.89,97.28757,NA,NA
2/21/18 2:30,4.925505,4.663,0.031,0.247872,65.61,97.29739,57.0584,0.691773312
2/21/18 2:40,NA,4.653,0.031,0.247808,93.12,97.29739,NA,NA
2/21/18 2:45,4.979126,NA,NA,NA,75.76,97.3072,56.9168,0.690742749
2/21/18 2:50,NA,4.663,0.032,0.255868,68.72,97.32682,NA,NA
2/21/18 3:00,5.075988,4.623,0.032,0.255602,101.95,97.33664,56.9168,0.690742749
2/21/18 3:10,NA,4.593,0.031,0.247421,85.54,97.35626,NA,NA
2/21/18 3:15,5.221614,NA,NA,NA,88.27,97.37261,57.0584,0.691773312
2/21/18 3:20,NA,4.583,0.032,0.255336,64.5,97.38243,NA,NA
2/21/18 3:30,5.364178,4.553,0.031,0.247163,71.62,97.40532,56.9168,0.690742749
2/21/18 3:40,NA,4.533,0.031,0.247034,73.87,97.42821,NA,NA
2/21/18 3:45,5.485323,NA,NA,NA,67.71,97.45275,57.1999,0.692802125
2/21/18 3:50,NA,4.513,0.031,0.246906,44.83,97.44784,NA,NA
2/21/18 4:00,5.563725,4.452,0.032,0.254465,47.03,97.47564,57.1999,0.692802125
2/21/18 4:10,NA,4.432,0.032,0.254332,33.71,97.48382,NA,NA
2/21/18 4:15,5.583601,NA,NA,NA,26.77,97.51488,57.1999,0.692802125
2/21/18 4:20,NA,4.392,0.033,0.262006,18.74,97.54922,NA,NA
2/21/18 4:30,5.519438,4.402,0.031,0.246191,16.22,97.5574,57.1999,0.692802125
2/21/18 4:40,NA,4.372,0.031,0.245998,15.64,97.55086,NA,NA
2/21/18 4:45,5.437977,NA,NA,NA,9.12,97.53778,57.7663,0.696910135
2/21/18 4:50,NA,4.351,0.031,0.245863,6.11,97.54432,NA,NA
2/21/18 5:00,5.401479,4.321,0.032,0.253595,2.64,97.54268,58.0494,0.698957373
2/21/18 5:10,NA,4.351,0.032,0.253794,1.34,97.55086,NA,NA
2/21/18 5:15,5.446721,NA,NA,NA,0.42,97.57212,57.9079,0.697934616
2/21/18 5:20,NA,4.261,0.032,0.253197,0.16,97.60973,NA,NA
2/21/18 5:30,5.54668,4.22,0.031,0.245021,-0.06,97.63426,58.4742,0.702021839
2/21/18 5:40,NA,4.22,0.031,0.245021,-0.06,97.65224,NA,NA
2/21/18 5:45,5.660895,NA,NA,NA,-0.05,97.66369,58.8989,0.705076695
2/21/18 5:50,NA,4.2,0.031,0.244892,-0.06,97.66042,NA,NA
2/21/18 6:00,5.736053,4.169,0.032,0.252587,0.02,97.66533,59.1821,0.707108849
2/21/18 6:10,NA,4.139,0.031,0.244501,-0.07,97.68004,NA,NA
2/21/18 6:15,5.795719,NA,NA,NA,-0.06,97.67023,59.1821,0.707108849
2/21/18 6:20,NA,4.099,0.032,0.252123,-0.05,97.66042,NA,NA
2/21/18 6:30,5.795425,4.099,0.03,0.236365,-0.06,97.6735,59.3237,0.708123468
2/21/18 6:40,NA,4.038,0.031,0.243852,-0.02,97.68004,NA,NA
2/21/18 6:45,5.796309,NA,NA,NA,-0.03,97.71602,59.3237,0.708123468
2/21/18 6:50,NA,4.007,0.032,0.251513,0.01,97.70947,NA,NA
2/21/18 7:00,5.791254,3.977,0.031,0.243461,-0.03,97.69967,59.4653,0.709137118
2/21/18 7:10,NA,3.956,0.031,0.243326,-0.05,97.7291,NA,NA
2/21/18 7:15,5.824815,NA,NA,NA,-0.07,97.73891,59.4653,0.709137118
2/21/18 7:20,NA,3.916,0.033,0.258752,-0.05,97.74709,NA,NA
2/21/18 7:30,5.866494,3.865,0.031,0.242743,-0.05,97.75036,59.3237,0.708123468
2/21/18 7:40,NA,3.834,0.03,0.23472,-0.04,97.75853,NA,NA
2/21/18 7:45,5.906044,NA,NA,NA,-0.05,97.77488,59.3237,0.708123468
2/21/18 7:50,NA,3.814,0.031,0.242416,-0.05,97.78797,NA,NA
2/21/18 8:00,5.969121,3.783,0.032,0.250031,-0.05,97.85664,59.3237,0.708123468
2/21/18 8:10,NA,3.732,0.032,0.249694,-0.05,97.86318,NA,NA
2/21/18 8:15,6.028141,NA,NA,NA,-0.09,97.88607,59.4653,0.709137118
2/21/18 8:20,NA,3.722,0.031,0.241827,-0.06,97.9057,NA,NA
2/21/18 8:30,6.01398,3.702,0.03,0.233902,-0.03,97.89262,59.7484,0.711160813
2/21/18 8:40,NA,3.671,0.029,0.22592,-0.08,97.91551,NA,NA
2/21/18 8:45,5.907635,NA,NA,NA,-0.05,97.92695,59.4653,0.709137118
2/21/18 8:50,NA,3.64,0.029,0.225735,-0.06,97.91551,NA,NA
2/21/18 9:00,5.770344,3.579,0.031,0.240912,-0.05,97.9384,59.4653,0.709137118
2/21/18 9:10,NA,3.538,0.03,0.232887,-0.06,97.94494,NA,NA
2/21/18 9:15,5.670982,NA,NA,NA,-0.08,97.96456,59.4653,0.709137118
2/21/18 9:20,NA,3.538,0.03,0.232887,-0.05,97.97274,NA,NA
2/21/18 9:30,5.626772,3.507,0.03,0.232696,-0.07,97.97765,59.3237,0.708123468
2/21/18 9:40,NA,3.446,0.029,0.224575,-0.06,97.98255,NA,NA
2/21/18 9:45,5.607681,NA,NA,NA,-0.07,97.98419,59.4653,0.709137118
2/21/18 9:50,NA,3.435,0.031,0.239992,-0.06,97.97765,NA,NA
2/21/18 10:00,5.608545,3.394,0.03,0.231997,0.07,97.97438,59.3237,0.708123468
2/21/18 10:10,NA,3.374,0.029,0.224145,0.02,98.02342,NA,NA
2/21/18 10:15,5.605092,NA,NA,NA,-0.07,98.03324,59.4653,0.709137118
2/21/18 10:20,NA,3.343,0.032,0.247128,-0.04,98.02833,NA,NA
2/21/18 10:30,5.591595,3.312,0.031,0.239207,-0.04,98.03324,59.4653,0.709137118
2/21/18 10:40,NA,3.291,0.031,0.239073,-0.09,98.07248,NA,NA
2/21/18 10:45,5.605455,NA,NA,NA,-0.05,98.07084,59.7484,0.711160813
2/21/18 10:50,NA,3.291,0.031,0.239073,-0.04,98.06921,NA,NA
2/21/18 11:00,5.634984,3.24,0.031,0.238748,-0.05,98.11172,59.4653,0.709137118
2/21/18 11:10,NA,3.25,0.029,0.223405,-0.06,98.14279,NA,NA
2/21/18 11:15,5.653672,NA,NA,NA,-0.08,98.1526,59.7484,0.711160813
2/21/18 11:20,NA,3.219,0.031,0.238614,-0.05,98.16077,NA,NA
2/21/18 11:30,5.66645,3.209,0.031,0.23855,-0.07,98.17058,59.4653,0.709137118
2/21/18 11:40,NA,3.199,0.031,0.238487,-0.08,98.16077,NA,NA
2/21/18 11:45,5.644702,NA,NA,NA,-0.05,98.15097,59.4653,0.709137118
2/21/18 11:50,NA,3.188,0.03,0.230726,-0.07,98.15097,NA,NA
2/21/18 12:00,5.679607,3.178,0.031,0.238353,-0.08,98.13625,59.4653,0.709137118
2/21/18 12:10,NA,3.137,0.03,0.230411,-0.04,98.15423,NA,NA
2/21/18 12:15,5.722219,NA,NA,NA,-0.04,98.15097,59.4653,0.709137118
2/21/18 12:20,NA,3.147,0.03,0.230473,-0.07,98.16895,NA,NA
2/21/18 12:30,5.783934,3.147,0.031,0.238155,-0.07,98.17876,59.1821,0.707108849
2/21/18 12:40,NA,3.106,0.031,0.237894,-0.07,98.14606,NA,NA
2/21/18 12:45,5.828018,NA,NA,NA,-0.06,98.17712,59.4653,0.709137118
2/21/18 12:50,NA,3.126,0.031,0.238021,-0.06,98.18857,NA,NA
2/21/18 13:00,5.839614,3.126,0.03,0.230343,-0.08,98.20982,59.4653,0.709137118
2/21/18 13:10,NA,3.095,0.03,0.230152,-0.05,98.24416,NA,NA
2/21/18 13:15,5.900271,NA,NA,NA,-0.08,98.24907,59.4653,0.709137118
2/21/18 13:20,NA,3.085,0.031,0.23776,-0.08,98.24907,NA,NA
2/21/18 13:30,5.987928,3.085,0.029,0.222421,-0.06,98.24907,59.4653,0.709137118
2/21/18 13:40,NA,3.106,0.029,0.222546,-0.09,98.29648,NA,NA
2/21/18 13:45,6.064286,NA,NA,NA,-0.03,98.30792,59.4653,0.709137118
2/21/18 13:50,NA,3.085,0.031,0.23776,-0.05,98.2785,NA,NA
2/21/18 14:00,6.091525,3.085,0.031,0.23776,-0.1,98.26868,59.4653,0.709137118
2/21/18 14:10,NA,3.085,0.031,0.23776,-0.05,98.30466,NA,NA
2/21/18 14:15,6.047281,NA,NA,NA,-0.06,98.34717,59.3237,0.708123468
2/21/18 14:20,NA,3.106,0.03,0.23022,-0.06,98.35371,NA,NA
2/21/18 14:30,5.958141,3.095,0.03,0.230152,-0.06,98.35207,59.1821,0.707108849
2/21/18 14:40,NA,3.106,0.031,0.237894,-0.09,98.39622,NA,NA
2/21/18 14:45,5.884218,NA,NA,NA,-0.07,98.39622,59.3237,0.708123468
2/21/18 14:50,NA,3.106,0.03,0.23022,-0.09,98.39622,NA,NA
2/21/18 15:00,5.820877,3.126,0.032,0.2457,-0.07,98.39622,59.4653,0.709137118
2/21/18 15:10,NA,3.137,0.03,0.230411,-0.08,98.40602,NA,NA
2/21/18 15:15,5.823546,NA,NA,NA,-0.06,98.39458,59.4653,0.709137118
2/21/18 15:20,NA,3.147,0.031,0.238155,-0.09,98.38641,NA,NA
