"dateTime","Q1.lawrence","Q3.wakarusa","Q4.stranger","Q5.desoto","Q2.Farmland","difference"
2018-01-01,53.235584,0.159240704666667,0.330834613333333,-53.8255173333333,NA,-0.0998580153333345
2018-01-02,57.0780164444444,0.174838542,0.286070472,-65.83656,NA,-8.29763454155555
2018-01-03,60.6867890196078,0.182510625,0.229599277176471,-60.8339253333333,NA,0.264973588450981
2018-01-04,66.686064,0.179301387666667,0.201462233333333,-61.093496,0.012996580376,5.973331621
2018-01-05,78.508328,0.181366154333333,0.194088066666667,-68.6918373333333,0.012491858808,10.1919448876667
2018-01-06,81.977136,0.175404878,0.231824493090909,-74.7327546666667,NA,7.65161070442425
2018-01-07,66.3650682137405,0.186660806,0.257783168666667,-75.110312,NA,-8.30079981159287
2018-01-08,54.2964807777778,0.195795923666667,0.308555100307692,-59.6540586666667,NA,-4.85322686491453
2018-01-09,52.7724863333333,0.210028065333333,0.430612919069767,-53.5423493333333,0.011230054888,-0.1292220155969
2018-01-10,60.6972574444444,0.225000573333333,0.611790363333333,-54.722216,0.015394007824,6.81183238111111
2018-01-11,64.2086111396226,0.501832689333333,0.8849,-60.6215493333333,0.020441223504,4.97379449562265
2018-01-12,43.6510214095238,0.267226575120879,0.902833973333333,-50.5218906666667,NA,-5.70080870868864
2018-01-13,43.4988589671362,0.244645353333333,0.864842266666667,-49.5308026666667,NA,-4.92245607953052
2018-01-14,45.3983196666667,0.243642466666667,0.704144426666667,-50.3803066666667,NA,-4.03420010666666
2018-01-15,44.6766345555556,0.268664489,0.557369013333333,-48.6577013333333,NA,-3.15503327544445
2018-01-16,46.1983348148148,0.235289010666667,0.435842746666667,-43.3718986666667,0.008643356852,3.49756790548148
2018-01-17,46.3451626666667,0.220225063,0.422864213333333,-43.961832,0.008138635284,3.026419943
2018-01-18,48.563312,0.235676681142857,0.406444859534884,-48.563312,0.007381552932,0.642121540677734
2018-01-19,50.537559296,0.242034898333333,0.425164953333333,-51.536576,0.010031341164,-0.331816852333332
2018-01-20,50.0614682790698,0.277663922,0.534398363278689,-53.0468053333333,NA,-2.17327476898488
2018-01-21,56.9531472222222,0.305995470333333,0.938587122162162,-55.500928,NA,2.69680181471771
2018-01-22,65.5789557777778,0.38006455,2.76082507377778,-66.5680773333333,0.045929662688,2.15176806822222
2018-01-23,65.1119252222222,0.311071846666667,1.13376813419355,-71.0515706666667,0.020125772524,-4.49480546358422
2018-01-24,62.4365775555556,2.02889577033333,1.34874149565217,-68.385072,0.012113317632,-2.57085717845895
2018-01-25,64.677341,5.76984296666667,1.3608988983908,-71.7594906666667,0.016214180372,0.0485921983908049
2018-01-26,75.3630001111111,5.48667496666667,1.29950901508197,-80.29511808,0.014384564688,1.85406601285974
2018-01-27,69.1274047777778,5.43535076666667,1.18514657,-81.5995786666667,NA,-5.85167655222221
2018-01-28,56.9501975555556,5.4235521,1.10541708,-69.2126404507042,NA,-5.73347371514867
2018-01-29,56.4349891111111,5.38078193333333,1.09836737666667,-62.9724336666667,0.013627482336,-0.0582952455555599
2018-01-30,64.9924496761905,5.37193293333333,0.890138608,-66.7863526666667,0.014069113708,4.46816855085714
2018-01-31,65.3823113333333,7.30455453333333,1.00958429276596,-72.1134506666667,0.008390996068,1.58299949276596
2018-02-01,67.4569102222222,11.3520871333333,0.824171120860215,-72.8567666666667,0.013375121552,6.7764018097491
2018-02-02,66.9593997777778,11.2131578333333,0.617272010901099,-75.5675103333333,0.012807309788,3.22231928867888
2018-02-03,73.6128645555556,11.0683292,0.724519503448276,-75.800534,NA,9.60517925900384
2018-02-04,85.9681226138614,11.0650845666667,0.673347162790698,-94.1457479569892,NA,3.56080638632951
2018-02-05,82.4671120898876,11.0329332,0.519377306666667,-87.25114,0.007003011756,6.76828259655431
2018-02-06,67.6132425555556,11.0807178,0.51607368,-72.420216,0.014258384296,6.78981803555556
2018-02-07,61.3619156666667,7.90198002,0.512770053333333,-76.0108937721519,0.011924047044,-6.2342280321519
2018-02-08,87.0132002222222,0.262597024666667,0.614221731428571,-74.77405,0.00725537254,13.1159689783175
2018-02-09,95.6977813877551,0.218402169,0.628381255111111,-95.4823189090909,0.025677709772,1.0622459027753
2018-02-10,76.4644944516129,0.201940079333333,0.582854133333333,-80.755974,0.016781992136,-3.50668533572042
2018-02-11,68.4322666666667,0.188088444666667,0.599844213333333,-70.455738,0.012050227436,-1.23553867533333
2018-02-12,67.2021106010929,0.185976483333333,0.62367752,-74.8664728888889,0.022523199972,-6.85470828446266
2018-02-13,70.2895734444444,0.192482702821053,0.62224661787234,-69.3455472432432,0.014447654884,1.75875552189459
2018-02-14,75.3561175555556,0.205204462608696,0.652180614736842,-68.67390336,0.015835639196,7.5395992729011
2018-02-15,75.4194799709091,0.228935428666667,0.774262217142857,-77.34026,0.016971262724,-0.917582383281383
2018-02-16,64.6718715175879,0.222516954,0.820347031208791,-72.5146053333333,0.011545505868,-6.7998698305366
2018-02-17,59.1811287777778,0.208650571,0.756302145376344,-64.2997836666667,NA,-4.15370217251255
2018-02-18,57.7367753333333,0.200208625,0.878474264615385,-59.748448,NA,-0.932989777051278
2018-02-19,55.9217471111111,0.196267870333333,1.02881921662338,-59.1408166666667,NA,-1.99398246859885
2018-02-20,57.1212782222222,0.501298799666667,1.07514753438202,-60.801479,0.027191874476,-2.10375444372909
2018-02-21,58.4761584444444,0.343459186666667,0.934395406666667,-61.3294693333333,0.021639937228,-1.57545629555556
2018-02-22,59.633411,0.304275814666667,1.00286658382979,-59.9401763333333,0.02334337252,1.00037706516312
