"dateTime","nitrateNitrite","temp_C","DO_mgL","DO_sat"
2018-04-03 04:30:00,0.23904,NA,NA,NA
2018-04-03 04:45:00,0.23904,NA,NA,NA
2018-04-03 05:00:00,0.23904,NA,NA,NA
2018-04-03 05:15:00,0.235255,NA,NA,NA
2018-04-03 05:30:00,0.235255,NA,NA,NA
2018-04-03 05:45:00,0.233993,NA,NA,NA
2018-04-03 06:00:00,0.233993,NA,NA,NA
2018-04-03 06:15:00,0.23021,NA,NA,NA
2018-04-03 06:30:00,0.231471,NA,NA,NA
2018-04-03 06:45:00,0.220134,NA,NA,NA
2018-04-03 07:00:00,0.22769,NA,NA,NA
2018-04-03 07:15:00,0.218875,NA,NA,NA
2018-04-03 07:30:00,0.218875,NA,NA,NA
2018-04-03 07:45:00,0.213844,NA,NA,NA
2018-04-03 08:00:00,0.215102,NA,NA,NA
2018-04-03 08:15:00,0.212587,NA,NA,NA
2018-04-03 08:30:00,0.20756,NA,NA,NA
2018-04-03 08:45:00,0.198772,NA,NA,NA
