DateTime,tz_cd,GageHeight_ft
1/20/2018 21:00,CST,5.69
1/20/2018 21:15,CST,5.69
1/20/2018 21:30,CST,5.69
1/20/2018 21:45,CST,5.7
1/20/2018 22:00,CST,5.71
1/20/2018 22:15,CST,5.71
1/20/2018 22:30,CST,5.71
1/20/2018 22:45,CST,5.71
1/20/2018 23:00,CST,5.71
1/20/2018 23:15,CST,5.72
1/20/2018 23:30,CST,5.71
1/20/2018 23:45,CST,5.72
1/21/2018 0:00,CST,5.72
1/21/2018 0:15,CST,5.72
1/21/2018 0:30,CST,5.72
1/21/2018 0:45,CST,5.72
1/21/2018 1:00,CST,5.72
1/21/2018 1:15,CST,5.72
1/21/2018 1:30,CST,5.72
1/21/2018 1:45,CST,5.72
1/21/2018 2:00,CST,5.72
1/21/2018 2:15,CST,5.72
1/21/2018 2:30,CST,5.71
1/21/2018 2:45,CST,5.71
1/21/2018 3:00,CST,5.71
1/21/2018 3:15,CST,5.71
1/21/2018 3:30,CST,5.71
1/21/2018 3:45,CST,5.7
1/21/2018 4:00,CST,5.71
1/21/2018 4:15,CST,5.7
1/21/2018 4:30,CST,5.7
1/21/2018 4:45,CST,5.7
1/21/2018 5:00,CST,5.69
1/21/2018 5:15,CST,5.69
1/21/2018 5:30,CST,5.69
1/21/2018 5:45,CST,5.69
1/21/2018 6:00,CST,5.69
1/21/2018 6:15,CST,5.69
1/21/2018 6:30,CST,5.69
1/21/2018 6:45,CST,5.69
1/21/2018 7:00,CST,5.68
1/21/2018 7:15,CST,5.68
1/21/2018 7:30,CST,5.68
1/21/2018 7:45,CST,5.67
1/21/2018 8:00,CST,5.67
1/21/2018 8:15,CST,5.67
1/21/2018 8:30,CST,5.67
1/21/2018 8:45,CST,5.67
1/21/2018 9:00,CST,5.67
1/21/2018 9:15,CST,5.67
1/21/2018 9:30,CST,5.66
1/21/2018 9:45,CST,5.67
1/21/2018 10:00,CST,5.66
1/21/2018 10:15,CST,5.67
1/21/2018 10:30,CST,5.67
1/21/2018 10:45,CST,5.66
1/21/2018 11:00,CST,5.67
1/21/2018 11:15,CST,5.66
1/21/2018 11:30,CST,5.66
1/21/2018 11:45,CST,5.66
1/21/2018 12:00,CST,5.65
1/21/2018 12:15,CST,5.65
1/21/2018 12:30,CST,5.65
1/21/2018 12:45,CST,5.65
1/21/2018 13:00,CST,5.65
1/21/2018 13:15,CST,5.64
1/21/2018 13:30,CST,5.65
1/21/2018 13:45,CST,5.65
1/21/2018 14:00,CST,5.66
1/21/2018 14:15,CST,5.66
1/21/2018 14:30,CST,5.66
1/21/2018 14:45,CST,5.66
1/21/2018 15:00,CST,5.66
1/21/2018 15:15,CST,5.67
1/21/2018 15:30,CST,5.67
1/21/2018 15:45,CST,5.66
1/21/2018 16:00,CST,5.65
1/22/2018 16:00,CST,6.08
1/22/2018 16:15,CST,6.09
1/22/2018 16:30,CST,6.1
1/22/2018 16:45,CST,6.09
1/22/2018 17:00,CST,6.11
1/22/2018 17:15,CST,6.11
1/22/2018 17:30,CST,6.13
1/22/2018 17:45,CST,6.14
1/22/2018 18:00,CST,6.13
1/22/2018 18:15,CST,6.14
1/22/2018 18:30,CST,6.15
1/22/2018 18:45,CST,6.16
1/22/2018 19:00,CST,6.15
1/22/2018 19:15,CST,6.14
1/22/2018 19:30,CST,6.15
1/22/2018 19:45,CST,6.15
1/22/2018 20:00,CST,6.16
1/22/2018 20:15,CST,6.16
1/22/2018 20:30,CST,6.16
1/22/2018 20:45,CST,6.16
1/22/2018 21:00,CST,6.16
1/22/2018 21:15,CST,6.16
1/22/2018 21:30,CST,6.17
1/22/2018 21:45,CST,6.16
1/22/2018 22:00,CST,6.17
1/22/2018 22:15,CST,6.17
1/22/2018 22:30,CST,6.18
1/22/2018 22:45,CST,6.19
1/22/2018 23:00,CST,6.2
1/22/2018 23:15,CST,6.19
1/22/2018 23:30,CST,6.19
1/22/2018 23:45,CST,6.18
1/23/2018 0:00,CST,6.2
1/23/2018 0:15,CST,6.16
1/23/2018 0:30,CST,6.16
1/23/2018 0:45,CST,6.18
1/23/2018 1:00,CST,6.16
1/23/2018 1:15,CST,6.17
1/23/2018 1:30,CST,6.17
1/23/2018 1:45,CST,6.17
1/23/2018 2:00,CST,6.16
1/23/2018 2:15,CST,6.16
1/23/2018 2:30,CST,6.16
1/23/2018 2:45,CST,6.15
1/23/2018 3:00,CST,6.14
1/23/2018 3:15,CST,6.14
1/23/2018 3:30,CST,6.14
1/23/2018 3:45,CST,6.13
1/23/2018 4:00,CST,6.14
1/23/2018 4:15,CST,6.13
1/23/2018 4:30,CST,6.13
1/23/2018 4:45,CST,6.13
1/23/2018 5:00,CST,6.12
1/23/2018 5:15,CST,6.13
1/23/2018 5:30,CST,6.13
1/23/2018 5:45,CST,6.11
1/23/2018 6:00,CST,6.12
1/23/2018 6:15,CST,6.13
1/23/2018 6:30,CST,6.12
1/23/2018 6:45,CST,6.11
1/23/2018 7:00,CST,6.12
1/23/2018 7:15,CST,6.11
1/23/2018 7:30,CST,6.11
1/23/2018 7:45,CST,6.11
1/23/2018 8:00,CST,6.1
1/23/2018 8:15,CST,6.1
1/23/2018 8:30,CST,6.12
1/23/2018 8:45,CST,6.1
1/23/2018 9:00,CST,6.11
1/23/2018 9:15,CST,6.1
1/23/2018 9:30,CST,6.1
1/23/2018 9:45,CST,6.1
1/23/2018 10:00,CST,6.1
1/23/2018 10:15,CST,6.1
1/23/2018 10:30,CST,6.1
1/23/2018 10:45,CST,6.1
1/23/2018 11:00,CST,6.09
1/23/2018 11:15,CST,6.09
1/23/2018 11:30,CST,6.09
1/23/2018 11:45,CST,6.08
1/23/2018 12:00,CST,6.08
1/23/2018 12:15,CST,6.07
1/23/2018 12:30,CST,6.07
1/23/2018 12:45,CST,6.07
1/23/2018 13:00,CST,6.07
1/23/2018 13:15,CST,6.07
1/23/2018 13:30,CST,6.07
1/23/2018 13:45,CST,6.07
1/23/2018 14:00,CST,6.1
1/23/2018 14:15,CST,6.09
1/23/2018 14:30,CST,6.08
1/23/2018 14:45,CST,6.08
1/23/2018 15:00,CST,6.08
1/23/2018 15:15,CST,6.09
1/23/2018 15:30,CST,6.09
1/23/2018 15:45,CST,6.09
1/23/2018 16:00,CST,6.09
1/23/2018 16:15,CST,6.1
1/23/2018 16:30,CST,6.11
1/23/2018 16:45,CST,6.1
1/23/2018 17:00,CST,6.11
1/23/2018 17:15,CST,6.1
1/23/2018 17:30,CST,6.09
1/23/2018 17:45,CST,6.1
1/23/2018 18:00,CST,6.1
1/23/2018 18:15,CST,6.11
1/23/2018 18:30,CST,6.1
1/23/2018 18:45,CST,6.09
1/23/2018 19:00,CST,6.09
1/23/2018 19:15,CST,6.11
1/23/2018 19:30,CST,6.11
1/23/2018 19:45,CST,6.11
1/23/2018 20:00,CST,6.11
1/23/2018 20:15,CST,6.11
1/23/2018 20:30,CST,6.07
1/23/2018 20:45,CST,6.08
1/23/2018 21:00,CST,6.07
1/23/2018 21:15,CST,6.07
1/23/2018 21:30,CST,6.08
1/23/2018 21:45,CST,6.08
1/23/2018 22:00,CST,6.09
1/23/2018 22:15,CST,6.09
1/23/2018 22:30,CST,6.09
1/23/2018 22:45,CST,6.1
1/23/2018 23:00,CST,6.09
1/23/2018 23:15,CST,6.09
1/23/2018 23:30,CST,6.08
1/23/2018 23:45,CST,6.08
1/24/2018 0:00,CST,6.08
1/24/2018 0:15,CST,6.07
1/24/2018 0:30,CST,6.08
1/24/2018 0:45,CST,6.08
1/24/2018 1:00,CST,6.07
1/24/2018 1:15,CST,6.07
1/24/2018 1:30,CST,6.07
1/24/2018 1:45,CST,6.07
1/24/2018 2:00,CST,6.07
1/24/2018 2:15,CST,6.07
1/24/2018 2:30,CST,6.07
1/24/2018 2:45,CST,6.07
1/24/2018 3:00,CST,6.07
1/24/2018 3:15,CST,6.07
1/24/2018 3:30,CST,6.08
1/24/2018 3:45,CST,6.08
1/24/2018 4:00,CST,6.08
1/24/2018 4:15,CST,6.07
1/24/2018 4:30,CST,6.08
1/24/2018 4:45,CST,6.08
1/24/2018 5:00,CST,6.08
1/24/2018 5:15,CST,6.08
1/24/2018 5:30,CST,6.09
1/24/2018 5:45,CST,6.08
1/24/2018 6:00,CST,6.08
1/24/2018 6:15,CST,6.08
1/24/2018 6:30,CST,6.09
1/24/2018 6:45,CST,6.09
1/24/2018 7:00,CST,6.08
1/24/2018 7:15,CST,6.08
1/24/2018 7:30,CST,6.08
1/24/2018 7:45,CST,6.08
1/24/2018 8:00,CST,6.07
1/24/2018 8:15,CST,6.07
1/24/2018 8:30,CST,6.06
1/24/2018 8:45,CST,6.05
1/24/2018 9:00,CST,6.06
1/24/2018 9:15,CST,6.05
1/24/2018 9:30,CST,6.04
1/24/2018 9:45,CST,6.03
1/24/2018 10:00,CST,6.02
1/24/2018 10:15,CST,6.02
1/24/2018 10:30,CST,6.01
1/24/2018 10:45,CST,6
1/24/2018 11:00,CST,6
1/24/2018 11:15,CST,5.99
1/24/2018 11:30,CST,5.98
1/24/2018 11:45,CST,5.97
1/24/2018 12:00,CST,5.96
1/24/2018 12:15,CST,5.96
1/24/2018 12:30,CST,5.96
1/24/2018 12:45,CST,5.96
1/24/2018 13:00,CST,5.95
1/24/2018 13:15,CST,5.95
1/24/2018 13:30,CST,5.94
1/24/2018 13:45,CST,5.94
1/24/2018 14:00,CST,5.94
1/24/2018 14:15,CST,5.94
1/24/2018 14:30,CST,5.95
1/24/2018 14:45,CST,5.93
1/24/2018 15:00,CST,5.94
1/24/2018 15:15,CST,5.94
1/24/2018 15:30,CST,5.93
1/24/2018 15:45,CST,5.93
1/24/2018 16:00,CST,5.94
1/24/2018 16:15,CST,5.94
1/24/2018 16:30,CST,5.94
1/24/2018 16:45,CST,5.94
1/24/2018 17:00,CST,5.93
1/24/2018 17:15,CST,5.92
1/24/2018 17:30,CST,5.93
1/24/2018 17:45,CST,5.95
1/24/2018 18:00,CST,5.95
1/24/2018 18:15,CST,5.97
1/24/2018 18:30,CST,5.99
1/24/2018 18:45,CST,6
1/24/2018 19:00,CST,6.01
1/24/2018 19:15,CST,6.02
1/24/2018 19:30,CST,6.03
1/24/2018 19:45,CST,6.03
1/24/2018 20:00,CST,6.03
1/24/2018 20:15,CST,6.02
1/24/2018 20:30,CST,6.02
1/24/2018 20:45,CST,6.02
1/24/2018 21:00,CST,6.03
1/24/2018 21:15,CST,6.06
1/24/2018 21:30,CST,6.07
1/24/2018 21:45,CST,6.09
1/24/2018 22:00,CST,6.09
1/24/2018 22:15,CST,6.09
1/24/2018 22:30,CST,6.1
1/24/2018 22:45,CST,6.08
1/24/2018 23:00,CST,6.09
1/24/2018 23:15,CST,6.08
1/24/2018 23:30,CST,6.07
1/24/2018 23:45,CST,6.06
1/25/2018 0:00,CST,6.06
1/25/2018 0:15,CST,6.06
1/25/2018 0:30,CST,6.05
1/25/2018 0:45,CST,6.04
1/25/2018 1:00,CST,6.04
1/25/2018 1:15,CST,6.04
1/25/2018 1:30,CST,6.03
1/25/2018 1:45,CST,6.02
1/25/2018 2:00,CST,6.02
1/25/2018 2:15,CST,6.02
1/25/2018 2:30,CST,6.02
1/25/2018 2:45,CST,6.01
1/25/2018 3:00,CST,5.99
1/25/2018 3:15,CST,5.96
1/25/2018 3:30,CST,5.94
1/25/2018 3:45,CST,5.92
1/25/2018 4:00,CST,5.91
1/25/2018 4:15,CST,5.91
1/25/2018 4:30,CST,5.91
1/25/2018 4:45,CST,5.92
1/25/2018 5:00,CST,5.93
1/25/2018 5:15,CST,5.94
1/25/2018 5:30,CST,5.94
1/25/2018 5:45,CST,5.95
1/25/2018 6:00,CST,5.95
1/25/2018 6:15,CST,5.96
1/25/2018 6:30,CST,5.97
1/25/2018 6:45,CST,5.97
1/25/2018 7:00,CST,5.97
1/25/2018 7:15,CST,5.98
1/25/2018 7:30,CST,5.98
1/25/2018 7:45,CST,5.98
1/25/2018 8:00,CST,5.98
1/25/2018 8:15,CST,5.98
1/25/2018 8:30,CST,5.99
1/25/2018 8:45,CST,5.99
1/25/2018 9:00,CST,6
1/25/2018 9:15,CST,6
1/25/2018 9:30,CST,6
1/25/2018 9:45,CST,5.99
1/25/2018 10:00,CST,5.98
1/25/2018 10:15,CST,5.98
1/25/2018 10:30,CST,5.97
1/25/2018 10:45,CST,5.97
1/25/2018 11:00,CST,5.98
1/25/2018 11:15,CST,5.98
1/25/2018 11:30,CST,5.96
1/25/2018 11:45,CST,5.96
1/25/2018 12:00,CST,5.96
1/25/2018 12:15,CST,5.94
1/25/2018 12:30,CST,5.93
1/25/2018 12:45,CST,5.94
1/25/2018 13:00,CST,5.9
1/25/2018 13:15,CST,5.9
1/26/2018 11:45,CST,5.52
1/26/2018 12:00,CST,5.53
1/26/2018 12:15,CST,5.51
1/26/2018 12:30,CST,5.57
1/26/2018 12:45,CST,5.57
1/26/2018 13:00,CST,5.55
1/26/2018 13:15,CST,5.56
1/26/2018 13:30,CST,5.57
1/26/2018 13:45,CST,5.56
1/26/2018 14:00,CST,5.56
1/26/2018 14:15,CST,5.55
1/26/2018 14:30,CST,5.55
1/26/2018 14:45,CST,5.55
1/26/2018 15:00,CST,5.55
1/26/2018 15:15,CST,5.55
1/26/2018 15:30,CST,5.55
1/26/2018 15:45,CST,5.56
1/26/2018 16:00,CST,5.54
1/26/2018 16:15,CST,5.55
1/26/2018 16:30,CST,5.55
1/26/2018 16:45,CST,5.56
1/26/2018 17:00,CST,5.58
1/26/2018 17:15,CST,5.58
1/26/2018 17:30,CST,5.56
1/26/2018 17:45,CST,5.57
1/26/2018 18:00,CST,5.56
1/26/2018 18:15,CST,5.56
1/26/2018 18:30,CST,5.57
1/26/2018 18:45,CST,5.57
1/26/2018 19:00,CST,5.57
1/26/2018 19:15,CST,5.57
1/26/2018 19:30,CST,5.58
1/26/2018 19:45,CST,5.58
1/26/2018 20:00,CST,5.58
1/26/2018 20:15,CST,5.57
1/26/2018 20:30,CST,5.57
1/26/2018 20:45,CST,5.58
1/26/2018 21:00,CST,5.58
1/26/2018 21:15,CST,5.57
1/26/2018 21:30,CST,5.58
1/26/2018 21:45,CST,5.59
1/26/2018 22:00,CST,5.58
1/26/2018 22:15,CST,5.6
1/26/2018 22:30,CST,5.59
1/26/2018 22:45,CST,5.6
1/26/2018 23:00,CST,5.62
1/26/2018 23:15,CST,5.61
1/26/2018 23:30,CST,5.63
1/26/2018 23:45,CST,5.62
1/27/2018 0:00,CST,5.64
1/27/2018 0:15,CST,5.64
1/27/2018 0:30,CST,5.64
1/27/2018 0:45,CST,5.66
1/27/2018 1:00,CST,5.67
1/27/2018 1:15,CST,5.67
1/27/2018 1:30,CST,5.66
1/27/2018 1:45,CST,5.68
1/27/2018 2:00,CST,5.68
1/27/2018 2:15,CST,5.69
1/27/2018 2:30,CST,5.7
1/27/2018 2:45,CST,5.69
1/27/2018 3:00,CST,5.71
1/27/2018 3:15,CST,5.7
1/27/2018 3:30,CST,5.69
1/27/2018 3:45,CST,5.7
1/27/2018 4:00,CST,5.71
1/27/2018 4:15,CST,5.72
1/27/2018 4:30,CST,5.71
1/27/2018 4:45,CST,5.72
1/27/2018 5:00,CST,5.73
1/27/2018 5:15,CST,5.72
1/27/2018 5:30,CST,5.72
1/27/2018 5:45,CST,5.72
1/27/2018 6:00,CST,5.72
1/27/2018 6:15,CST,5.71
1/27/2018 6:30,CST,5.72
1/27/2018 6:45,CST,5.71
1/27/2018 7:00,CST,5.72
1/27/2018 7:15,CST,5.71
1/27/2018 7:30,CST,5.71
1/27/2018 7:45,CST,5.7
1/27/2018 8:00,CST,5.71
1/27/2018 8:15,CST,5.71
1/27/2018 8:30,CST,5.7
1/27/2018 8:45,CST,5.7
1/27/2018 9:00,CST,5.71
1/27/2018 9:15,CST,5.71
1/27/2018 9:30,CST,5.72
1/27/2018 9:45,CST,5.72
1/27/2018 10:00,CST,5.7
1/27/2018 10:15,CST,5.69
1/27/2018 10:30,CST,5.7
1/27/2018 10:45,CST,5.71
1/27/2018 11:00,CST,5.69
1/27/2018 11:15,CST,5.7
1/27/2018 11:30,CST,5.71
1/27/2018 11:45,CST,5.7
1/27/2018 12:00,CST,5.71
1/27/2018 12:15,CST,5.69
1/27/2018 12:30,CST,5.69
1/27/2018 12:45,CST,5.7
1/27/2018 13:00,CST,5.7
1/27/2018 13:15,CST,5.69
1/27/2018 13:30,CST,5.69
1/27/2018 13:45,CST,5.69
1/27/2018 14:00,CST,5.68
1/27/2018 14:15,CST,5.67
1/27/2018 14:30,CST,5.68
1/27/2018 14:45,CST,5.67
1/27/2018 15:00,CST,5.67
1/27/2018 15:15,CST,5.67
1/27/2018 15:30,CST,5.65
1/27/2018 15:45,CST,5.65
1/27/2018 16:00,CST,5.65
1/27/2018 16:15,CST,5.65
1/27/2018 16:30,CST,5.65
1/27/2018 16:45,CST,5.64
1/27/2018 17:00,CST,5.64
1/27/2018 17:15,CST,5.63
1/27/2018 17:30,CST,5.61
1/27/2018 17:45,CST,5.61
1/27/2018 18:00,CST,5.6
1/27/2018 18:15,CST,5.59
1/27/2018 18:30,CST,5.6
1/27/2018 18:45,CST,5.59
1/27/2018 19:00,CST,5.57
1/27/2018 19:15,CST,5.57
1/27/2018 19:30,CST,5.57
1/27/2018 19:45,CST,5.55
1/27/2018 20:00,CST,5.55
1/27/2018 20:15,CST,5.55
1/27/2018 20:30,CST,5.54
1/27/2018 20:45,CST,5.54
1/27/2018 21:00,CST,5.55
1/27/2018 21:15,CST,5.53
1/27/2018 21:30,CST,5.53
1/27/2018 21:45,CST,5.53
1/27/2018 22:00,CST,5.52
1/27/2018 22:15,CST,5.51
1/27/2018 22:30,CST,5.51
1/27/2018 22:45,CST,5.51
1/27/2018 23:00,CST,5.5
1/27/2018 23:15,CST,5.51
1/27/2018 23:30,CST,5.49
1/27/2018 23:45,CST,5.48
1/28/2018 0:00,CST,5.49
1/28/2018 0:15,CST,5.47
1/28/2018 0:30,CST,5.48
1/28/2018 0:45,CST,5.48
1/28/2018 1:00,CST,5.47
1/28/2018 1:15,CST,5.46
1/28/2018 1:30,CST,5.46
1/28/2018 1:45,CST,5.47
1/28/2018 2:00,CST,5.46
1/28/2018 2:15,CST,5.46
1/28/2018 2:30,CST,5.46
1/28/2018 2:45,CST,5.45
1/28/2018 3:00,CST,5.44
1/28/2018 3:15,CST,5.45
1/28/2018 3:30,CST,5.44
1/28/2018 3:45,CST,5.44
1/28/2018 4:00,CST,5.43
1/28/2018 4:15,CST,5.43
1/28/2018 4:30,CST,5.43
1/28/2018 4:45,CST,5.41
1/28/2018 5:00,CST,5.42
1/28/2018 5:15,CST,5.41
1/28/2018 5:30,CST,5.4
1/28/2018 5:45,CST,5.4
1/28/2018 6:00,CST,5.4
1/28/2018 6:15,CST,5.39
1/28/2018 6:30,CST,5.38
1/28/2018 6:45,CST,5.39
1/28/2018 7:00,CST,5.37
1/28/2018 7:15,CST,5.37
1/28/2018 7:30,CST,5.37
1/28/2018 7:45,CST,5.37
1/28/2018 8:00,CST,5.36
1/28/2018 8:15,CST,5.35
1/28/2018 8:30,CST,5.36
1/28/2018 8:45,CST,5.35
1/28/2018 9:00,CST,5.35
1/28/2018 9:15,CST,5.35
1/28/2018 9:30,CST,5.35
1/28/2018 9:45,CST,5.35
1/28/2018 10:00,CST,5.34
1/28/2018 10:15,CST,5.33
1/28/2018 10:30,CST,5.34
1/28/2018 10:45,CST,5.33
1/28/2018 11:00,CST,5.33
1/28/2018 11:15,CST,5.34
1/28/2018 11:30,CST,5.33
1/28/2018 11:45,CST,5.34
1/28/2018 12:00,CST,5.32
1/28/2018 12:15,CST,5.32
1/28/2018 12:30,CST,5.33
1/28/2018 12:45,CST,5.32
1/28/2018 13:00,CST,5.32
1/28/2018 13:15,CST,5.32
1/28/2018 13:30,CST,5.32
1/28/2018 13:45,CST,5.33
1/28/2018 14:00,CST,5.31
1/28/2018 14:15,CST,5.31
1/28/2018 14:30,CST,5.32
1/28/2018 14:45,CST,5.31
1/28/2018 15:00,CST,5.31
1/28/2018 15:15,CST,5.31
1/28/2018 15:30,CST,5.31
1/28/2018 15:45,CST,5.3
1/28/2018 16:00,CST,5.3
1/28/2018 16:15,CST,5.31
1/28/2018 16:30,CST,5.3
1/28/2018 16:45,CST,5.3
1/28/2018 17:00,CST,5.29
1/28/2018 17:15,CST,5.29
1/28/2018 17:30,CST,5.29
1/28/2018 17:45,CST,5.29
1/28/2018 18:00,CST,5.29
1/28/2018 18:15,CST,5.3
1/28/2018 18:30,CST,5.29
1/28/2018 18:45,CST,5.28
1/28/2018 19:00,CST,5.28
1/28/2018 19:15,CST,5.29
1/28/2018 19:30,CST,5.28
1/28/2018 19:45,CST,5.28
1/28/2018 20:00,CST,5.28
1/28/2018 20:15,CST,5.27
1/28/2018 20:30,CST,5.28
1/28/2018 20:45,CST,5.27
1/28/2018 21:00,CST,5.28
1/28/2018 21:15,CST,5.27
1/28/2018 21:30,CST,5.26
1/28/2018 21:45,CST,5.27
1/28/2018 22:00,CST,5.27
1/28/2018 22:15,CST,5.25
1/28/2018 22:30,CST,5.25
1/28/2018 22:45,CST,5.24
1/28/2018 23:00,CST,5.25
1/28/2018 23:15,CST,5.24
1/28/2018 23:30,CST,5.24
1/28/2018 23:45,CST,5.23
1/29/2018 0:00,CST,5.22
1/29/2018 0:15,CST,5.22
1/29/2018 0:30,CST,5.22
1/29/2018 0:45,CST,5.22
1/29/2018 1:00,CST,5.2
1/29/2018 1:15,CST,5.21
1/29/2018 1:30,CST,5.2
1/29/2018 1:45,CST,5.2
1/29/2018 2:00,CST,5.19
1/29/2018 2:15,CST,5.19
1/29/2018 2:30,CST,5.18
1/29/2018 2:45,CST,5.19
1/29/2018 3:00,CST,5.18
1/29/2018 3:15,CST,5.18
1/29/2018 3:30,CST,5.17
1/29/2018 3:45,CST,5.18
1/29/2018 4:00,CST,5.17
1/29/2018 4:15,CST,5.16
1/29/2018 4:30,CST,5.16
1/29/2018 4:45,CST,5.17
1/29/2018 5:00,CST,5.16
1/29/2018 5:15,CST,5.16
1/29/2018 5:30,CST,5.16
1/29/2018 5:45,CST,5.16
1/29/2018 6:00,CST,5.15
1/29/2018 6:15,CST,5.15
1/29/2018 6:30,CST,5.15
1/29/2018 6:45,CST,5.14
1/29/2018 7:00,CST,5.14
1/29/2018 7:15,CST,5.14
1/29/2018 7:30,CST,5.14
1/29/2018 7:45,CST,5.15
1/29/2018 8:00,CST,5.13
1/29/2018 8:15,CST,5.14
1/29/2018 8:30,CST,5.14
1/29/2018 8:45,CST,5.14
1/29/2018 9:00,CST,5.15
1/29/2018 9:15,CST,5.15
1/29/2018 9:30,CST,5.15
1/29/2018 9:45,CST,5.15
1/29/2018 10:00,CST,5.14
1/29/2018 10:15,CST,5.15
1/29/2018 10:30,CST,5.15
1/29/2018 10:45,CST,5.15
1/29/2018 11:00,CST,5.15
1/29/2018 11:15,CST,5.15
1/29/2018 11:30,CST,5.15
1/29/2018 11:45,CST,5.15
1/29/2018 12:00,CST,5.15
1/29/2018 12:15,CST,5.15
1/29/2018 12:30,CST,5.15
1/29/2018 12:45,CST,5.15
1/29/2018 13:00,CST,5.15
1/29/2018 13:15,CST,5.15
1/29/2018 13:30,CST,5.15
1/29/2018 13:45,CST,5.16
1/29/2018 14:00,CST,5.16
1/29/2018 14:15,CST,5.15
1/29/2018 14:30,CST,5.16
1/29/2018 14:45,CST,5.15
1/29/2018 15:00,CST,5.16
1/29/2018 15:15,CST,5.15
1/29/2018 15:30,CST,5.16
1/29/2018 15:45,CST,5.16
1/29/2018 16:00,CST,5.17
1/29/2018 16:15,CST,5.16
1/29/2018 16:30,CST,5.17
1/29/2018 16:45,CST,5.16
1/29/2018 17:00,CST,5.17
1/29/2018 17:15,CST,5.17
1/29/2018 17:30,CST,5.18
1/29/2018 17:45,CST,5.17
1/29/2018 18:00,CST,5.18
1/29/2018 18:15,CST,5.18
1/29/2018 18:30,CST,5.18
1/29/2018 18:45,CST,5.18
1/29/2018 19:00,CST,5.18
1/29/2018 19:15,CST,5.18
1/29/2018 19:30,CST,5.18
1/29/2018 19:45,CST,5.18
1/29/2018 20:00,CST,5.18
1/29/2018 20:15,CST,5.17
1/29/2018 20:30,CST,5.17
1/29/2018 20:45,CST,5.16
1/29/2018 21:00,CST,5.17
1/29/2018 21:15,CST,5.17
1/29/2018 21:30,CST,5.17
1/29/2018 21:45,CST,5.16
1/29/2018 22:00,CST,5.16
1/29/2018 22:15,CST,5.16
1/29/2018 22:30,CST,5.15
1/29/2018 22:45,CST,5.15
1/29/2018 23:00,CST,5.15
1/29/2018 23:15,CST,5.15
1/29/2018 23:30,CST,5.15
1/29/2018 23:45,CST,5.15
1/30/2018 0:00,CST,5.15
1/30/2018 0:15,CST,5.15
1/30/2018 0:30,CST,5.15
1/30/2018 0:45,CST,5.15
1/30/2018 1:00,CST,5.15
1/30/2018 1:15,CST,5.16
1/30/2018 1:30,CST,5.15
1/30/2018 1:45,CST,5.16
1/30/2018 2:00,CST,5.16
1/30/2018 2:15,CST,5.17
1/30/2018 2:30,CST,5.17
1/30/2018 2:45,CST,5.17
1/30/2018 3:00,CST,5.17
1/30/2018 3:15,CST,5.18
1/30/2018 3:30,CST,5.19
1/30/2018 3:45,CST,5.18
1/30/2018 4:00,CST,5.19
1/30/2018 4:15,CST,5.19
1/30/2018 4:30,CST,5.19
1/30/2018 4:45,CST,5.19
1/30/2018 5:00,CST,5.2
1/30/2018 5:15,CST,5.2
1/30/2018 5:30,CST,5.21
1/30/2018 5:45,CST,5.2
1/30/2018 6:00,CST,5.21
1/30/2018 6:15,CST,5.2
1/30/2018 6:30,CST,5.21
1/30/2018 6:45,CST,5.21
1/30/2018 7:00,CST,5.21
1/30/2018 7:15,CST,5.22
1/30/2018 7:30,CST,5.22
1/30/2018 7:45,CST,5.22
1/30/2018 8:00,CST,5.22
1/30/2018 8:15,CST,5.21
1/30/2018 8:30,CST,5.22
1/30/2018 8:45,CST,5.21
1/30/2018 9:00,CST,5.21
1/30/2018 9:15,CST,5.22
1/30/2018 9:30,CST,5.22
1/30/2018 9:45,CST,5.21
1/30/2018 10:00,CST,5.23
1/30/2018 10:15,CST,5.23
1/30/2018 10:30,CST,5.22
1/30/2018 10:45,CST,5.23
1/30/2018 11:00,CST,5.23
1/30/2018 11:15,CST,5.22
1/30/2018 11:30,CST,5.23
1/30/2018 11:45,CST,5.22
1/30/2018 12:00,CST,5.23
1/30/2018 12:15,CST,5.24
1/30/2018 12:30,CST,5.23
1/30/2018 12:45,CST,5.24
1/30/2018 13:00,CST,5.24
1/30/2018 13:15,CST,5.24
1/30/2018 13:30,CST,5.22
1/30/2018 13:45,CST,5.23
1/30/2018 14:00,CST,5.24
1/30/2018 14:15,CST,5.24
1/30/2018 14:30,CST,5.24
1/30/2018 14:45,CST,5.24
1/30/2018 15:00,CST,5.24
1/30/2018 15:15,CST,5.24
1/30/2018 15:30,CST,5.25
1/30/2018 15:45,CST,5.26
1/30/2018 16:00,CST,5.25
1/30/2018 16:15,CST,5.26
1/30/2018 16:30,CST,5.27
1/30/2018 16:45,CST,5.28
1/30/2018 17:00,CST,5.29
1/30/2018 17:15,CST,5.3
1/30/2018 17:30,CST,5.31
1/30/2018 17:45,CST,5.32
1/30/2018 18:00,CST,5.32
1/30/2018 18:15,CST,5.35
1/30/2018 18:30,CST,5.35
1/30/2018 18:45,CST,5.36
1/30/2018 19:00,CST,5.37
1/30/2018 19:15,CST,5.36
1/30/2018 19:30,CST,5.37
1/30/2018 19:45,CST,5.37
1/30/2018 20:00,CST,5.38
1/30/2018 20:15,CST,5.37
1/30/2018 20:30,CST,5.38
1/30/2018 20:45,CST,5.38
1/30/2018 21:00,CST,5.39
