DateTime_UTC,region,site,variable,value,flagtype,flagcomment
2/1/2018 14:45,KS,KANSASRFALLLEAF,AirPres_kPa,97.0112,,
2/1/2018 14:45,KS,KANSASRFALLLEAF,DO_mgL,13.376,,
2/1/2018 14:45,KS,KANSASRFALLLEAF,DOsat_pct,102.41,,
2/1/2018 14:45,KS,KANSASRFALLLEAF,Discharge_m3s,67.8187,,
2/1/2018 14:45,KS,KANSASRFALLLEAF,Light_PAR,-0.055,,
2/1/2018 14:45,KS,KANSASRFALLLEAF,WaterTemp_C,3.01,,
2/1/2018 15:00,KS,KANSASRFALLLEAF,AirPres_kPa,97.0047,,
2/1/2018 15:00,KS,KANSASRFALLLEAF,DO_mgL,13.496,,
2/1/2018 15:00,KS,KANSASRFALLLEAF,DOsat_pct,103.401,,
2/1/2018 15:00,KS,KANSASRFALLLEAF,Discharge_m3s,68.2435,,
2/1/2018 15:00,KS,KANSASRFALLLEAF,Light_PAR,-0.04,,
2/1/2018 15:00,KS,KANSASRFALLLEAF,WaterTemp_C,3.036,,
2/1/2018 15:15,KS,KANSASRFALLLEAF,AirPres_kPa,97.021,,
2/1/2018 15:15,KS,KANSASRFALLLEAF,DO_mgL,13.5735,,
2/1/2018 15:15,KS,KANSASRFALLLEAF,DOsat_pct,104.01,,
2/1/2018 15:15,KS,KANSASRFALLLEAF,Discharge_m3s,68.1019,,
2/1/2018 15:15,KS,KANSASRFALLLEAF,Light_PAR,-0.025,,
2/1/2018 15:15,KS,KANSASRFALLLEAF,WaterTemp_C,3.0415,,
2/1/2018 15:30,KS,KANSASRFALLLEAF,AirPres_kPa,97.0521,,
2/1/2018 15:30,KS,KANSASRFALLLEAF,DO_mgL,13.716,,
2/1/2018 15:30,KS,KANSASRFALLLEAF,DOsat_pct,105.145,,
2/1/2018 15:30,KS,KANSASRFALLLEAF,Discharge_m3s,67.6772,,
2/1/2018 15:30,KS,KANSASRFALLLEAF,Light_PAR,-0.04,,
2/1/2018 15:30,KS,KANSASRFALLLEAF,WaterTemp_C,3.057,,
2/1/2018 15:45,KS,KANSASRFALLLEAF,AirPres_kPa,97.0782,,
2/1/2018 15:45,KS,KANSASRFALLLEAF,DO_mgL,13.6875,,
2/1/2018 15:45,KS,KANSASRFALLLEAF,DOsat_pct,105.117,,
2/1/2018 15:45,KS,KANSASRFALLLEAF,Discharge_m3s,68.1019,,
2/1/2018 15:45,KS,KANSASRFALLLEAF,Light_PAR,-0.02,,
2/1/2018 15:45,KS,KANSASRFALLLEAF,WaterTemp_C,3.1245,,
2/1/2018 16:00,KS,KANSASRFALLLEAF,AirPres_kPa,97.1355,,
2/1/2018 16:00,KS,KANSASRFALLLEAF,DO_mgL,13.873,,
2/1/2018 16:00,KS,KANSASRFALLLEAF,DOsat_pct,106.703,,
2/1/2018 16:00,KS,KANSASRFALLLEAF,Discharge_m3s,67.6772,,
2/1/2018 16:00,KS,KANSASRFALLLEAF,Light_PAR,-0.03,,
2/1/2018 16:00,KS,KANSASRFALLLEAF,WaterTemp_C,3.181,,
2/1/2018 16:15,KS,KANSASRFALLLEAF,AirPres_kPa,97.1649,,
2/1/2018 16:15,KS,KANSASRFALLLEAF,DO_mgL,14.1055,,
2/1/2018 16:15,KS,KANSASRFALLLEAF,DOsat_pct,108.733,,
2/1/2018 16:15,KS,KANSASRFALLLEAF,Discharge_m3s,67.9603,,
2/1/2018 16:15,KS,KANSASRFALLLEAF,Light_PAR,-0.035,,
2/1/2018 16:15,KS,KANSASRFALLLEAF,WaterTemp_C,3.2645,,
2/1/2018 16:30,KS,KANSASRFALLLEAF,AirPres_kPa,97.1878,,
2/1/2018 16:30,KS,KANSASRFALLLEAF,DO_mgL,14.268,,
2/1/2018 16:30,KS,KANSASRFALLLEAF,DOsat_pct,110.199,,
2/1/2018 16:30,KS,KANSASRFALLLEAF,Discharge_m3s,67.9603,,
2/1/2018 16:30,KS,KANSASRFALLLEAF,Light_PAR,-0.07,,
2/1/2018 16:30,KS,KANSASRFALLLEAF,WaterTemp_C,3.337,,
2/1/2018 16:45,KS,KANSASRFALLLEAF,AirPres_kPa,97.2295,,
