"date","K600_daily_50pct","depth_m","Q_m3s","A_m2","v_ms","v_mday","O2TurnL_m","O2TurnL_km"
2018-02-01,4.44142629155297,1.45439982624951,74.85665,200.808984010269,0.372775403296557,32207.7948448226,21755.0350251749,21.7550350251749
2018-02-02,4.30690974630601,1.4553236438865,74.983484375,200.936535511409,0.373169987151204,32241.886889864,22458.2511283299,22.4582511283299
2018-02-03,4.53638893383285,1.4717940512095,77.971490625,203.210604650495,0.383697941153731,33151.5021156824,21923.7168147787,21.9237168147787
2018-02-04,4.21259364663781,1.56768670521077,96.5907675347222,216.450503388451,0.446248754438683,38555.8923835022,27457.5918906454,27.4575918906454
2018-02-05,4.50613396328538,1.49515639826949,82.3080010416667,206.436243909068,0.398709061369679,34448.4629023402,22934.3800137874,22.9343800137874
2018-02-06,4.23925007891257,1.4374160181681,71.9010762152778,198.464029628469,0.362287696918574,31301.6570137648,22151.3166935843,22.1513166935843
2018-02-07,4.20515100840712,1.45146435676223,74.4141875,200.403683738161,0.371321455334256,32082.1737408797,22887.7681277602,22.8877681277602
2018-02-08,4.36542581280858,1.47701128777929,79.0628697916667,203.930948503687,0.387694316982188,33496.7889872611,23019.6025017617,23.0196025017617
2018-02-09,4.27478348775912,1.5645522647983,95.9718184027778,216.017731200701,0.444277503838845,38385.5763316762,26938.610885155,26.938610885155
2018-02-10,4.3764435587774,1.46448808076223,76.6579090277778,202.201869310842,0.379115728697507,32755.5989594646,22453.5734457971,22.4535734457971
2018-02-11,4.2307130962067,1.43665596913153,71.933525,198.35908965799,0.362642947817655,31332.3506914454,22217.7798250169,22.2177798250169
2018-02-12,4.17840223937935,1.42890546143643,70.4862199652778,197.288977060528,0.357273989735639,30868.4727131592,22162.8777781894,22.1628777781894
2018-02-13,4.32931559727996,1.42956273358931,70.725640625,197.379726626676,0.358322720543486,30959.0830549572,21453.1020152989,21.4531020152989
2018-02-14,4.52963430410705,1.43952549201888,72.3051854166667,198.755284683047,0.363790002021687,31431.4561746737,20817.2144136501,20.8172144136501
2018-02-15,4.27974081712732,1.4699316489274,77.5880260416667,202.953462767406,0.382294664913335,33030.2590485122,23153.4528326996,23.1534528326996
2018-02-16,4.22233390382212,1.42887896248037,70.4999833333333,197.285318349665,0.35735037925316,30875.0727674731,21936.9714504515,21.9369714504515
2018-02-17,4.06810661337621,1.37975359598614,62.586040625,190.502578997807,0.328531198654904,28385.0955637837,20932.4127375017,20.9324127375017
2018-02-18,4.45830041697055,1.36143187771988,59.7691072916667,187.972899356783,0.317966619104073,27472.3158905919,18486.1808230902,18.4861808230902
2018-02-19,3.75994232417875,1.35947578981005,59.4741270833333,187.702822299073,0.316852598990607,27376.0645527884,21842.9397520888,21.8429397520888
2018-02-20,4.07434270340189,1.36842392639461,60.8191864583333,188.938291517304,0.321899737580527,27812.1373269575,20478.4963010615,20.4784963010615
2018-02-21,3.95740760260055,1.37094511705566,61.2026510416667,189.286392311875,0.32333360203108,27936.0232154853,21177.5177243261,21.1775177243261
2018-02-22,4.12720913326649,1.36622135231577,60.4888239583333,188.634182114239,0.320667353500654,27705.6593424565,20138.7851556692,20.1387851556692
2018-02-23,3.83493879761352,1.38580053577052,63.5417322916667,191.337479973836,0.332092448904186,28692.7875853217,22445.8243791352,22.4458243791352
2018-02-24,4.4856601132082,1.55229821251808,93.548665625,214.325814202372,0.436478760027801,37711.764866402,25221.5486113348,25.2215486113348
2018-02-25,3.60989431205445,1.57752490339658,98.6575208333333,217.808863411966,0.452954573509395,39135.2751512117,32523.3414899667,32.5233414899667
2018-02-26,4.01379385836754,1.55521996573726,93.9886689236111,214.729220669344,0.437707865890977,37817.9596129804,28265.9954253566,28.2659954253566
2018-02-27,5.13514510988457,1.53909763539468,90.7091315972222,212.503210518943,0.426860052493825,36880.7085354665,21546.0562922411,21.5460562922411
2018-02-28,5.10457953576042,1.53483374092427,89.8763385416667,211.914494609414,0.424116050708662,36643.6267812284,21535.7366015277,21.5357366015277
2018-03-01,4.55604494958752,1.51014243364178,85.087559375,208.505365812921,0.408083307800068,35258.3977939259,23216.4507927768,23.2164507927768
2018-03-02,6.36351745025293,1.50554744224208,84.2410026041667,207.870935350364,0.405256283001659,35014.1428513433,16506.9757999728,16.5069757999728
2018-03-03,4.66439194940158,1.3193691558066,54.0054572916667,182.165299342218,0.296464021889325,25614.4914912377,16474.4891311228,16.4744891311228
2018-03-04,4.224966846752,1.2758584148719,47.95275,176.157771341363,0.272214785841472,23519.3574967032,16700.2665463167,16.7002665463167
2018-03-05,6.04669283196833,1.28482063142085,49.1325875,177.395184580277,0.276966861396207,23929.9368246323,11872.5743921289,11.8725743921289
2018-03-06,4.74472402924756,1.27862899722106,48.3037479166667,176.540305646311,0.273613143128009,23640.17556626,14947.2395573715,14.9472395573715
2018-03-07,5.24608497193971,1.3640555706347,60.3501822916667,188.335152637533,0.320440350335531,27686.0462689899,15832.4044027559,15.8324044027559
2018-03-08,3.76891201691909,1.25928154168435,45.8437072916667,173.869002460358,0.263668087140023,22780.922728898,18133.2883017421,18.1332883017421
2018-03-09,4.51264752414233,1.23585167540313,43.034159375,170.63404082291,0.252201490203601,21790.2087535911,14486.0917922451,14.4860917922451
2018-03-10,4.40309470677011,1.17497888228642,36.2174911458333,162.229334277286,0.223248719519058,19288.6893664466,13142.1356916003,13.1421356916003
2018-03-11,3.55292274945033,1.17696772636934,36.4224927083333,162.503933979815,0.224132990607214,19365.0903884633,16351.402848367,16.351402848367
2018-03-12,2.05634260452077,1.21745590915589,40.956115625,168.094137377153,0.243649875385639,21051.3492333193,30711.8315601285,30.7118315601285
2018-03-13,3.97672683943491,1.22055608010351,41.21865625,168.522177979892,0.244588912534219,21132.4820429565,15942.1173966976,15.9421173966976
2018-03-14,3.79540269973984,1.22183859916144,41.36613125,168.699255386219,0.245206365346999,21185.8299659807,16745.9147094718,16.7459147094718
2018-03-15,3.94286179015191,1.23014078217159,42.3306729166667,169.845537794431,0.249230409384677,21533.5073708361,16384.1710794583,16.3841710794583
2018-03-16,3.15157111752014,1.23809559884315,43.2686572916667,170.943859332274,0.253116183644613,21869.2382668946,20817.4628952394,20.8174628952394
2018-03-17,4.29637020970368,1.23640806163376,43.0680645833333,170.710861069774,0.252286610901285,21797.563181871,15220.4503694581,15.2204503694581
2018-03-18,3.80032134996086,1.24239641238437,43.7819114583333,171.537672657909,0.255232047747586,22052.0489253914,17408.0401850374,17.4080401850374
2018-03-19,3.33807936853399,1.36723732718381,62.2704135416667,188.774457764268,0.329866732391448,28500.4856786211,25613.9676730976,25.6139676730976
2018-03-20,2.62851991320743,1.45816662342139,75.8536239583333,201.329065695791,0.376764396616971,32552.4438677063,37152.9738513387,37.1529738513387
