"date","GPP","ER","Uaut_gNm2day","HR","Uhet_gNm2day","U_gNm2day"
2018-02-26,10.6082488076911,15.0771020769025,0.265206220192278,12.9554523153643,0.647772615768214,0.912978835960492
2018-02-27,11.6776181288266,8.35705280845212,0.291940453220664,6.02152918268681,0.30107645913434,0.593016912355005
2018-02-28,13.0148488381736,5.21537297974023,0.325371220954341,2.6124032121055,0.130620160605275,0.455991381559616
2018-03-01,14.9011666460437,0.882734880821322,0.372529166151094,-2.09749844838743,-0.104874922419371,0.267654243731722
2018-03-02,8.25789207397788,2.77519740135571,0.206447301849447,1.12361898656013,0.0561809493280066,0.262628251177454
2018-03-03,2.24292434876307,1.13580795087599,0.0560731087190767,0.687223081123379,0.0343611540561689,0.0904342627752456
2018-03-04,5.3599057730791,1.05083627336602,0.133997644326977,-0.0211448812497967,-0.00105724406248984,0.132940400264488
2018-03-13,7.83441057767985,1.55371033347547,0.195860264441996,-0.0131717820605042,-0.000658589103025209,0.195201675338971
2018-03-14,6.33822930948185,3.63327881625012,0.158455732737046,2.36563295435375,0.118281647717688,0.276737380454734
2018-03-15,8.23688443544199,2.47223100453176,0.20592211088605,0.824854117443363,0.0412427058721681,0.247164816758218
2018-03-16,5.35871810806962,2.3431301526384,0.133967952701741,1.27138653102448,0.0635693265512238,0.197537279252964
2018-03-17,9.15941192605434,5.37513712680659,0.228985298151359,3.54325474159572,0.177162737079786,0.406148035231145
2018-03-18,9.38192766431945,2.92415571509621,0.234548191607986,1.04777018223232,0.0523885091116158,0.286936700719602
2018-03-19,4.51984310892735,6.0816970211414,0.112996077723184,5.17772839935593,0.258886419967797,0.37188249769098
2018-03-20,6.01276008068115,6.07924198792143,0.150319002017029,4.8766899717852,0.24383449858926,0.394153500606289
2018-03-21,11.1095343961759,3.1399946098069,0.277738359904399,0.918087730571712,0.0459043865285856,0.323642746432984
2018-03-22,8.09854380602068,1.15934655711127,0.202463595150517,-0.46036220409287,-0.0230181102046435,0.179445484945874
2018-03-23,5.41460780481876,5.32002197047327,0.135365195120469,4.23710040950952,0.211855020475476,0.347220215595945
2018-03-24,9.23052889593676,6.86411794512677,0.230763222398419,5.01801216593942,0.250900608296971,0.48166383069539
2018-03-25,10.1348190036177,5.83506654167581,0.253370475090443,3.80810274095227,0.190405137047614,0.443775612138056
2018-03-26,6.8507580402463,8.67226492529164,0.171268951006158,7.30211331724237,0.365105665862119,0.536374616868276
2018-03-27,11.5862460194044,8.78770795596028,0.289656150485111,6.4704587520794,0.32352293760397,0.61317908808908
2018-03-29,10.7910677975945,2.92847285225469,0.269776694939862,0.770259292735796,0.0385129646367898,0.308289659576652
2018-04-10,6.31609031238038,3.09940402545801,0.157902257809509,1.83618596298193,0.0918092981490965,0.249711555958606
2018-04-11,7.9941698911515,1.29691109108745,0.199854247278787,-0.301922887142847,-0.0150961443571423,0.184758102921645
2018-04-12,8.8748497492357,0.980823874352735,0.221871243730892,-0.794146075494405,-0.0397073037747202,0.182163939956172
2018-04-13,6.43615373145661,7.53513881878719,0.160903843286415,6.24790807249587,0.312395403624793,0.473299246911209
2018-04-18,5.85903220714358,1.85358924078785,0.146475805178589,0.681782799359137,0.0340891399679569,0.180564945146546
2018-04-19,9.66802221315049,1.66893708422066,0.241700555328762,-0.264667358409437,-0.0132333679204718,0.22846718740829
