"date","depth_m","Q_m3s","A_m2","v_ms","v_mday"
2018-02-25,1.31458188235294,89.4477823529412,149.073585458824,0.600024357619332,51842.1044983103
2018-02-26,1.29069416666667,86.7659125,146.3647185,0.592806199398388,51218.4556280208
2018-02-27,1.25750885416667,83.0699947916667,142.6015040625,0.582532388685455,50330.7983824233
2018-02-28,1.248478125,82.0833229166667,141.577419375,0.579776939564425,50092.7275783663
2018-03-01,1.22119947916667,79.1616770833333,138.4840209375,0.571630405785663,49388.8670598812
2018-03-02,1.20664166666667,77.577709375,136.833165,0.566951070487919,48984.5724901562
2018-03-03,0.888848239583333,46.6946947916667,100.79539036875,0.463262204956385,40025.8545082316
2018-03-04,0.875776197916667,45.513353125,99.31302084375,0.458281831912117,39595.5502772069
2018-03-05,0.865656020833333,44.6992489583333,98.1653927625,0.455346305866448,39341.9208268611
2018-03-06,0.883358416666667,46.2021010416667,100.17284445,0.461223810657866,39849.7372408396
2018-03-07,1.02433441666667,59.4770729166667,116.15952285,0.51202924613827,44239.3268663465
2018-03-08,0.8541135625,43.61820625,96.8564779875,0.450338554078223,38909.2510723585
2018-03-09,0.819932,40.83075625,92.9802888,0.439133463414237,37941.1312389901
2018-03-10,0.6898119375,30.54526875,78.2246737125,0.390481254830968,33737.5804173956
2018-03-11,0.7180785,32.6498739583333,81.4301019,0.400955828330277,34642.5835677359
2018-03-12,0.810491239583333,40.119878125,91.90970656875,0.436514048654803,37714.813803775
2018-03-13,0.79577590625,38.746803125,90.24098776875,0.429370334734055,37097.5969210224
2018-03-14,0.804946395833333,39.496034375,91.2809212875,0.432686631750819,37384.1249832708
2018-03-15,0.819527572916667,40.693609375,92.93442676875,0.437874432434586,37832.3509623482
2018-03-16,0.834572510416667,41.9575395833333,94.64052268125,0.443335881867925,38304.2201933887
2018-03-17,0.80232690625,39.2821833333333,90.98387116875,0.431748867450097,37303.1021476884
2018-03-18,0.826846489583333,41.301234375,93.76439191875,0.440478880413248,38057.3752677046
2018-03-19,0.863961229166667,44.5178458333333,97.9732033875,0.454387978488955,39259.1213414457
2018-03-20,0.908434197916667,48.3170072916667,103.01643804375,0.469022305655209,40523.5272086101
2018-03-21,0.8640574375,44.5635708333333,97.9841134125,0.454804042015736,39295.0692301596
2018-03-22,0.836332395833333,42.1123989583333,94.8400936875,0.444035821992063,38364.6950201143
2018-03-23,0.795771427083333,38.764525,90.24047983125,0.429569136517113,37114.7733950785
2018-03-24,0.7833895,37.7498291666667,88.8363693,0.424936649979308,36714.5265582122
2018-03-25,0.816869427083333,40.4885947916667,92.63299303125,0.4370861122668,37764.2400998515
2018-03-26,0.860710614583333,44.20075625,97.60458369375,0.452855332990169,39126.7007703506
2018-03-27,0.84834378125,43.1167395833333,96.20218479375,0.448188777373115,38723.5103650372
2018-03-28,NA,NA,NA,NA,NA
2018-03-29,0.84010534375,42.4176802083333,95.26794598125,0.445246087458228,38469.2619563909
2018-03-30,0.835448354166667,42.0740510416667,94.7398433625,0.444100914128389,38370.3189806928
2018-03-31,0.7947860625,38.6671666666667,90.1287394875,0.42902149621242,37067.4572727531
2018-04-01,0.78163209375,37.6141385416667,88.63707943125,0.424361212971164,36664.8088007086
2018-04-02,0.768340229166667,36.5463635416667,87.1297819875,0.419447434711931,36240.2583591108
2018-04-03,0.778855708333333,37.3929260416667,88.322237325,0.423369325485626,36579.1097219581
2018-04-04,0.78113578125,37.5698927083333,88.58079759375,0.424131343687338,36644.948094586
2018-04-05,0.789058052083333,38.2070270833333,89.47918310625,0.426993472190792,36892.2359972844
2018-04-06,0.77195809375,36.835434375,87.54004783125,0.42078380452804,36355.7207112227
2018-04-07,NA,NA,NA,NA,NA
2018-04-08,NA,NA,NA,NA,NA
2018-04-09,0.77060775,36.72629375,87.38691885,0.420272212744345,36311.5191811114
2018-04-10,0.779066135416667,37.401759375,88.34609975625,0.423354958262931,36577.8683939173
2018-04-11,0.7845203125,37.8383208333333,88.9646034375,0.425318827615702,36747.5467059966
2018-04-12,0.77005290625,36.686475,87.32399956875,0.420119041514089,36298.2851868173
2018-04-13,0.750074979166667,35.111346875,85.0585026375,0.412790559277026,35665.104321535
2018-04-14,0.744520854166667,34.7013552083333,84.4286648625,0.411013904635917,35511.6013605432
2018-04-15,0.730268760416667,33.643896875,82.81247743125,0.406266035247295,35101.3854453662
2018-04-16,0.762230208333333,36.0832802083333,86.436905625,0.417452243893111,36067.8738723648
2018-04-17,0.76681384375,36.4298572916667,86.95668988125,0.418942548772453,36196.63621394
2018-04-18,0.7168513125,32.5657947916667,81.2909388375,0.40060793069158,34612.5252117525
2018-04-19,0.727865145833333,33.396128125,82.5399075375,0.404605833969795,34957.9440549903
2018-04-20,0.737923327586207,34.1681103448276,83.6805053482759,0.408316252424874,35278.5242095091
