"","date","GPP","GPP.lower","GPP.upper","ER","ER.lower","ER.upper","msgs.fit","warnings","errors"
"1",2018-01-31,NA,NA,NA,NA,NA,NA,"w     E","",""
"2",2018-02-01,-2.75365841223195,-5.08100701810598,-0.466715909946896,2.54823931616626,-1.95604361054435,7.00866803445509,"w      ","",""
"3",2018-02-02,-2.52131011072428,-4.82349203847178,-0.202469728898878,2.34592207782347,-2.0265446028388,6.70705546323014,"w      ","",""
"4",2018-02-03,-4.43995244057691,-6.96587022093208,-2.08951623752918,2.65482068675207,-1.72807875396599,7.07792704238381,"w      ","",""
"5",2018-02-04,1.14628592228557,-1.45910839556541,3.63970352811238,-0.800292751654172,-5.35819816373324,4.25802320723143,"w      ","",""
"6",2018-02-05,2.9843231751363,-0.641861515132567,6.60620803820139,-3.41177922074937,-8.80786721273986,1.81410499765454,"w      ","",""
"7",2018-02-06,-5.2437672175192,-7.80634739216592,-2.78989582519662,5.46263629796787,0.896572481806043,10.1388203121327,"w      ","",""
"8",2018-02-07,-3.70946628095203,-6.24075292510043,-1.37427030642396,5.52192632358844,1.08044196474666,9.8195916456453,"w      ","",""
"9",2018-02-08,-6.89995309740651,-9.32345404765836,-4.15811580625523,3.71059795113798,-0.59353374713068,8.17445912684793,"w      ","",""
"10",2018-02-09,-3.29820084213208,-5.86349795936796,-0.766446824217129,2.50658683466965,-1.8853814702218,7.13676797306555,"w      ","",""
"11",2018-02-10,2.15420335203076,-1.28155613068413,5.63286436937759,-2.51418236752459,-7.62089714525953,2.651769600902,"w      ","",""
"12",2018-02-11,-0.697891413893443,-3.09957985744311,1.9049981279529,0.530944680191504,-3.81713269213012,5.06553184632284,"w      ","",""
"13",2018-02-12,-1.55846794136221,-3.99601610794768,0.842656465196581,0.374852939580494,-4.10714878660489,4.76519062279916,"w      ","",""
"14",2018-02-13,0.466223846304664,-1.82538367983758,3.07516591551635,-1.55844038642048,-6.22937130376964,2.82312182771662,"w      ","",""
"15",2018-02-14,-3.87445220519046,-6.46980751019167,-1.44115439073321,1.9032781047611,-2.42707548751037,6.7307522348461,"w      ","",""
"16",2018-02-15,-8.77706451501337,-11.8246384254701,-6.0815068321968,8.34508254133444,3.90257386953145,13.2052977157789,"w      ","",""
"17",2018-02-16,-5.57059608982749,-8.67181409066407,-2.47104626527675,6.11909673772601,1.45087717020223,11.0193237157522,"w      ","",""
"18",2018-02-17,-2.65170029134877,-4.98897299370476,-0.264139957554506,1.86153160813332,-2.69660593874251,6.3508526674854,"w      ","",""
"19",2018-02-18,-3.04149752075874,-5.98095628321535,-0.390255347212644,1.06502405052273,-3.23820730064792,5.99025184890123,"w      ","",""
"20",2018-02-19,-2.97136426063068,-5.68591168768522,-0.334931704828143,1.68060731098354,-2.56652526651774,6.12031550651615,"w      ","",""
"21",2018-02-20,-3.57248081994353,-5.69760169329096,-1.169266895737,4.56034727821804,-0.101996223092209,9.16172306976062,"w      ","",""
"22",2018-02-21,-3.68531831369457,-6.01086527877751,-1.23652926994706,4.32411241515085,-0.0241450248442771,8.7342064413732,"w      ","",""
"23",2018-02-22,-2.75569582157155,-5.73330545334206,0.194771593855404,1.91515868614605,-2.93253300674118,6.50651407988188,"w      ","",""
"24",2018-02-23,-1.23730599789357,-3.48507628693402,1.15590840391654,-0.566992645889556,-5.30806176353511,4.18867868789096,"w      ","",""
"25",2018-02-24,-4.2952773200784,-7.02064066379305,-1.37150687229504,3.79699525200353,-1.03592241028404,8.76027555520754,"w      ","",""
"26",2018-02-25,-5.47857414417804,-7.81447656239798,-2.90363455929317,5.41149117315715,0.780535738234949,9.81554496000588,"w      ","",""
"27",2018-02-26,-6.68340566228266,-9.16160061539711,-4.22376953557446,5.50516540055481,1.01403736963946,10.0303789152259,"w      ","",""
"28",2018-02-27,-8.07676224245299,-10.4145659266753,-5.71382074647767,6.08989326385485,1.93010208767644,10.5528990076741,"w      ","",""
"29",2018-02-28,-7.16762339332161,-9.94469875620739,-4.41342547851824,5.53213328657625,1.26172246169942,10.3313647945319,"w      ","",""
"30",2018-03-01,-9.5168347220903,-12.0705462174802,-7.01801990116883,9.81927099787566,5.54835598543136,14.4896972284838,"w      ","",""
"31",2018-03-02,-5.10330451052098,-7.64039032546706,-2.68432201215184,5.19907907344487,0.931109188051217,9.97065531673877,"w      ","",""
"32",2018-03-03,-2.42847489409704,-5.03205738247704,0.122643290220415,1.96451524023508,-2.6541030200287,6.34465793186041,"w      ","",""
"33",2018-03-04,-5.56588132059031,-7.82391874895058,-3.28169208924505,4.40934522877395,0.125992403383275,8.64672977546619,"w      ","",""
"34",2018-03-05,-1.67890026293203,-4.1263366794578,0.508563688534578,1.37731406383,-3.02432718634292,6.02714573106366,"w      ","",""
"35",2018-03-06,-2.31163601999714,-5.25923107652045,0.337959700260152,2.5041687269487,-1.87725102006205,7.2911947158647,"w      ","",""
"36",2018-03-07,-4.53886223052789,-7.3241158188701,-1.8550487451321,3.64934380452236,-0.918908989227775,8.52759230166187,"w      ","",""
"37",2018-03-08,-5.50415702736676,-8.22788383865555,-2.85969706322825,4.87231957990725,0.381432500431273,9.53910279649671,"w      ","",""
"38",2018-03-09,-12.931693874548,-15.5151621184923,-10.4666227246481,1.4173295800392,-3.25203536022193,5.95061014418676,"w      ","",""
"39",2018-03-10,0.447858893952518,-2.0613036098961,3.00678226413324,2.04866898809795,-3.17624820307744,6.96367638343834,"w      ","",""
"40",2018-03-11,0.575528379713575,-2.01667034057793,3.27303613164928,3.87429709114015,-0.69936947265153,8.41117600141914,"w      ","",""
