"date","GPP","ER","Uaut_gNm2day","HR","Uhet_gNm2day","U_gNm2day"
2018-01-31,NA,NA,NA,NA,NA,NA
2018-02-01,0.525464324445697,1.31952116425012,0.0131366081111424,1.21442829936098,0.0607214149680491,0.0738580230791915
2018-02-02,0.583000048967059,2.05354976966093,0.0145750012241765,1.93694975986752,0.096847487993376,0.111422489217553
2018-02-03,0.474098507787876,1.46315676261294,0.0118524626946969,1.36833706105536,0.0684168530527682,0.0802693157474651
2018-02-04,-0.225838481514835,0.90559061645755,-0.00564596203787088,0.950758312760517,0.0475379156380259,0.041891953600155
2018-02-05,-0.0615831082407907,1.40735843292289,-0.00153957770601977,1.41967505457104,0.0709837527285522,0.0694441750225324
2018-02-06,0.0605021139879206,1.40701097445235,0.00151255284969801,1.39491055165476,0.0697455275827382,0.0712580804324362
2018-02-07,0.134152301576012,1.54789026032213,0.0033538075394003,1.52105980000693,0.0760529900003463,0.0794067975397466
2018-02-08,0.0572026758523417,0.466560331186598,0.00143006689630854,0.45511979601613,0.0227559898008065,0.024186056697115
2018-02-09,0.519753213191718,1.19910181250823,0.0129938303297929,1.09515116986989,0.0547575584934945,0.0677513888232875
2018-02-10,0.291891701802729,1.64205871732748,0.00729729254506823,1.58368037696693,0.0791840188483467,0.086481311393415
2018-02-11,-0.117862856963445,1.32281266005728,-0.00294657142408613,1.34638523144997,0.0673192615724986,0.0643726901484125
2018-02-12,0.0473623333958743,0.912663124325962,0.00118405833489686,0.903190657646787,0.0451595328823393,0.0463435912172362
2018-02-13,0.105897367306219,0.885768200415574,0.00264743418265548,0.864588726954331,0.0432294363477165,0.045876870530372
2018-02-14,0.123802784048601,1.05853202925847,0.00309506960121503,1.03377147244875,0.0516885736224374,0.0547836432236524
2018-02-15,0.775294109340847,1.93824001928175,0.0193823527335212,1.78318119741358,0.0891590598706791,0.1085414126042
2018-02-16,0.431135848520914,1.15453648929878,0.0107783962130228,1.06830931959459,0.0534154659797298,0.0641938621927526
2018-02-17,0.827178676559109,1.68905852851817,0.0206794669139777,1.52362279320635,0.0761811396603175,0.0968606065742952
2018-02-18,1.11663400300813,2.57684706289373,0.0279158500752032,2.35352026229211,0.117676013114605,0.145591863189809
2018-02-19,2.23369292937417,2.51916598211279,0.0558423232343541,2.07242739623795,0.103621369811898,0.159463693046252
2018-02-20,1.10211172964978,1.90654536071736,0.0275527932412444,1.6861230147874,0.0843061507393702,0.111858943980615
2018-02-21,0.972695897280887,0.797652354227902,0.0243173974320222,0.603113174771724,0.0301556587385862,0.0544730561706084
2018-02-22,1.57129730578096,1.35024215774669,0.0392824326445239,1.0359826965905,0.0517991348295251,0.091081567474049
2018-02-23,1.36181847486088,0.801045981020312,0.0340454618715221,0.528682286048136,0.0264341143024068,0.0604795761739289
2018-02-24,1.60848062109957,1.65323662645348,0.0402120155274892,1.33154050223356,0.0665770251116781,0.106789040639167
2018-02-25,NA,NA,NA,NA,NA,NA
2018-02-26,NA,NA,NA,NA,NA,NA
2018-02-27,NA,NA,NA,NA,NA,NA
2018-02-28,NA,NA,NA,NA,NA,NA
2018-03-01,NA,NA,NA,NA,NA,NA
2018-03-02,NA,NA,NA,NA,NA,NA
2018-03-03,NA,NA,NA,NA,NA,NA
2018-03-04,8.09623720256056,0.799004658286772,0.202405930064014,-0.82024278222534,-0.041012139111267,0.161393790952747
2018-03-05,11.0080002997943,0.0811175957734035,0.275200007494859,-2.12048246418547,-0.106024123209273,0.169175884285585
2018-03-06,5.54261987086738,2.51463865535846,0.138565496771685,1.40611468118498,0.0703057340592491,0.208871230830934
2018-03-07,7.12643774867506,0.315418680200447,0.178160943716877,-1.10986886953457,-0.0554934434767283,0.122667500240148
2018-03-08,4.58060576201765,1.66354389334302,0.114515144050441,0.747422740939494,0.0373711370469747,0.151886281097416
2018-03-09,6.37711360050374,1.69141677751493,0.159427840012593,0.415994057414184,0.0207997028707092,0.180227542883303
2018-03-10,NA,NA,NA,NA,NA,NA
2018-03-11,NA,NA,NA,NA,NA,NA
2018-03-12,4.47081091466964,2.69649937787049,0.111770272866741,1.80233719493656,0.0901168597468282,0.201887132613569
2018-03-13,6.49839890617169,1.14388124393462,0.162459972654292,-0.155798537299721,-0.00778992686498606,0.154670045789306
2018-03-14,6.35557442688717,1.53890102742084,0.158889360672179,0.267786142043407,0.0133893071021703,0.17227866777435
2018-03-15,10.1491866075363,2.5922907700011,0.253729665188409,0.562453448493828,0.0281226724246914,0.2818523376131
2018-03-16,4.3509546725469,2.89789944293149,0.108773866813673,2.02770850842211,0.101385425421105,0.210159292234778
2018-03-17,9.87513426709236,5.22712064829722,0.246878356677309,3.25209379487875,0.162604689743937,0.409483046421246
2018-03-18,7.22002388834749,2.73029986176705,0.180500597208687,1.28629508409756,0.0643147542048778,0.244815351413565
2018-03-19,4.0850735233994,6.03654675134336,0.102126838084985,5.21953204666348,0.260976602333174,0.363103440418159
2018-03-20,0.30421163243795,2.01457615298321,0.00760529081094875,1.95373382649562,0.0976866913247812,0.10529198213573
2018-03-21,5.52321435548952,2.48396472174348,0.138080358887238,1.37932185064558,0.0689660925322789,0.207046451419517
2018-03-22,9.52305998579689,1.89511548005907,0.238076499644922,-0.00949651710030586,-0.000474825855015293,0.237601673789907
2018-03-23,5.37915787612653,4.1520639931791,0.134478946903163,3.07623241795379,0.15381162089769,0.288290567800853
2018-03-24,7.40552386889729,5.64411237887582,0.185138096722432,4.16300760509636,0.208150380254818,0.39328847697725
2018-03-25,5.40956955457609,2.69913767122289,0.135239238864402,1.61722376030767,0.0808611880153835,0.216100426879786
2018-03-26,5.65113166671085,6.35370477691875,0.141278291667771,5.22347844357658,0.261173922178829,0.4024522138466
2018-03-27,1.94481666484328,2.39338379174006,0.0486204166210821,2.0044204587714,0.10022102293857,0.148841439559652
2018-03-28,4.69866854828697,1.99121170712452,0.117466713707174,1.05147799746713,0.0525738998733565,0.170040613580531
2018-03-29,6.23200121868583,2.70125645304969,0.155800030467146,1.45485620931253,0.0727428104656264,0.228542840932772
2018-03-30,6.30549970063974,2.36486364467569,0.157637492515994,1.10376370454774,0.0551881852273872,0.212825677743381
2018-03-31,6.52770135325768,0.65923174253773,0.163192533831442,-0.646308528113807,-0.0323154264056903,0.130877107425752
2018-04-01,4.40374675762184,4.28137110670539,0.110093668940546,3.40062175518102,0.170031087759051,0.280124756699597
2018-04-02,3.45130530698749,3.62995920917639,0.0862826326746872,2.93969814777889,0.146984907388944,0.233267540063632
2018-04-03,2.62278627795817,1.02403359187714,0.0655696569489543,0.499476336285507,0.0249738168142754,0.0905434737632297
2018-04-04,2.10529707332948,0.307827133735714,0.0526324268332369,-0.113232280930182,-0.0056616140465091,0.0469708127867279
2018-04-05,5.17113464962545,1.19322621637719,0.129278366240636,0.158999286452102,0.00794996432260512,0.137228330563241
2018-04-06,6.41447342209584,1.04052416931257,0.160361835552396,-0.242370515106599,-0.0121185257553299,0.148243309797066
2018-04-07,5.99460985478856,1.55088199810724,0.149865246369714,0.351960027149531,0.0175980013574765,0.167463247727191
2018-04-08,3.30333631202448,1.25675667208101,0.0825834078006119,0.596089409676112,0.0298044704838056,0.112387878284418
2018-04-09,4.59128399929662,1.87873969628248,0.114782099982415,0.960482896423157,0.0480241448211578,0.162806244803573
2018-04-10,5.04256158559071,1.18305405382552,0.126064039639768,0.17454173670738,0.00872708683536902,0.134791126475137
2018-04-11,7.95817813733021,2.27099128913257,0.198954453433255,0.679355661666527,0.0339677830833264,0.232922236516582
2018-04-12,10.1838421597688,3.49569135100437,0.254596053994219,1.45892291905062,0.0729461459525308,0.32754219994675
