"date","GPP","ER","Uaut_gNm2day","HR","Uhet_gNm2day","U_gNm2day"
2018-04-13,8.51684697199899,4.36943028055319,0.212921174299975,2.66606088615339,0.13330304430767,0.346224218607644
2018-04-14,1.45042692480123,1.40185592607849,0.0362606731200307,1.11177054111824,0.0555885270559121,0.0918492001759428
2018-04-15,3.54419499990145,2.62088497392499,0.0886048749975363,1.9120459739447,0.0956022986972348,0.184207173694771
2018-04-16,2.90540397522489,0.854699552254784,0.0726350993806223,0.273618757209805,0.0136809378604903,0.0863160372411126
2018-04-17,4.26955962735946,1.63957673060921,0.106738990683987,0.785664805137317,0.0392832402568658,0.146022230940852
2018-04-18,2.55616022151732,0.617171387284242,0.063904005537933,0.105939342980777,0.00529696714903887,0.0692009726869719
2018-04-19,7.30971905278206,1.75290464319083,0.182742976319552,0.290960832634419,0.014548041631721,0.197291017951273
2018-04-20,7.29879575750267,0.102758854124626,0.182469893937567,-1.35700029737591,-0.0678500148687954,0.114619879068771
2018-04-21,6.32664164533185,3.17261429646175,0.158166041133296,1.90728596739538,0.0953642983697691,0.253530339503065
2018-04-22,5.83250854631455,1.49417835283056,0.145812713657864,0.327676643567649,0.0163838321783824,0.162196545836246
2018-04-23,10.7457070123881,1.8921890687863,0.268642675309703,-0.256952333691317,-0.0128476166845659,0.255795058625137
2018-04-24,9.9685966845268,4.49193488508338,0.24921491711317,2.49821554817801,0.124910777408901,0.374125694522071
2018-04-25,4.77096475622231,4.07779576977883,0.119274118905558,3.12360281853437,0.156180140926719,0.275454259832276
2018-04-26,12.0104371100143,6.18225731927854,0.300260927750358,3.78016989727567,0.189008494863784,0.489269422614142
2018-04-27,13.1328590050997,4.5976409093619,0.328321475127493,1.97106910834195,0.0985534554170976,0.426874930544591
2018-04-28,14.514507675312,4.62380204789473,0.362862691882799,1.72090051283234,0.0860450256416169,0.448907717524416
2018-04-29,9.9161959467924,4.93387031335963,0.24790489866981,2.95063112400115,0.147531556200057,0.395436454869867
2018-04-30,14.7695830208613,6.03845063555191,0.369239575521533,3.08453403137965,0.154226701568983,0.523466277090515
2018-05-01,7.80189117187224,6.05310227436856,0.195047279296806,4.49272403999411,0.224636201999706,0.419683481296512
2018-05-02,8.77359107180502,6.81495245245877,0.219339776795125,5.06023423809776,0.253011711904888,0.472351488700014
2018-05-03,11.7286433566686,11.044083576908,0.293216083916716,8.69835490557422,0.434917745278711,0.728133829195427
2018-05-04,-4.58902876822779,0.81178064273735,-0.114725719205695,1.72958639638291,0.0864793198191453,-0.0282463993865493
2018-05-05,-0.789859482182946,2.40063417534415,-0.0197464870545736,2.55860607178074,0.127930303589037,0.108183816534463
2018-05-06,0.226857829105784,8.74327375491021,0.00567144572764461,8.69790218908905,0.434895109454452,0.440566555182097
2018-05-07,1.5372735945943,0.546110102400795,0.0384318398648574,0.238655383481936,0.0119327691740968,0.0503646090389542
2018-05-08,0.725380968627854,5.77038114013469,0.0181345242156964,5.62530494640912,0.281265247320456,0.299399771536152
2018-05-09,-0.179671083095634,7.07302352609738,-0.00449177707739084,7.10895774271651,0.355447887135825,0.350956110058434
2018-05-10,-1.00423166807285,6.91563020056873,-0.0251057917018213,7.1164765341833,0.355823826709165,0.330718035007344
2018-05-11,0.121293796690843,6.816191026213,0.00303234491727107,6.79193226687484,0.339596613343742,0.342628958261013
2018-05-12,0.801056138952554,7.00931163124126,0.0200264034738139,6.84910040345075,0.342455020172538,0.362481423646351
2018-05-13,1.36054879666641,4.57781134424742,0.0340137199166604,4.30570158491414,0.215285079245707,0.249298799162367
2018-05-14,2.42337945878078,5.81841801184233,0.0605844864695194,5.33374212008618,0.266687106004309,0.327271592473828
2018-05-15,3.44858472990339,3.91256453984907,0.0862146182475847,3.2228475938684,0.16114237969342,0.247356997941005
2018-05-16,6.42783535185325,4.62791021584871,0.160695883796331,3.34234314547806,0.167117157273903,0.327813041070235
2018-05-17,7.86744589919692,4.23887921529957,0.196686147479923,2.66539003546019,0.133269501773009,0.329955649252932
2018-05-18,12.3131692323115,3.76744475381798,0.307829230807788,1.30481090735568,0.0652405453677839,0.373069776175572
2018-05-19,18.88324412108,9.81557530155619,0.472081103026999,6.0389264773402,0.30194632386701,0.774027426894009
2018-05-20,13.2009442927371,9.23881716133693,0.330023607318427,6.59862830278951,0.329931415139476,0.659955022457902
2018-05-21,13.3659774845205,7.14183989635875,0.334149437113012,4.46864439945465,0.223432219972733,0.557581657085744
2018-05-22,15.9256114002775,5.85281684883853,0.398140285006937,2.66769456878303,0.133384728439151,0.531525013446088
2018-05-23,23.3724931273228,5.28915521341807,0.58431232818307,0.61465658795351,0.0307328293976755,0.615045157580746
2018-05-24,11.616850138401,8.22859071147002,0.290421253460024,5.90522068378982,0.295261034189491,0.585682287649515
2018-05-25,15.104895401613,6.21973370392726,0.377622385040324,3.19875462360467,0.159937731180233,0.537560116220558
2018-05-26,19.2806324680586,8.22459876700932,0.482015811701465,4.3684722733976,0.21842361366988,0.700439425371345
2018-05-27,19.0494882574286,9.51728289625949,0.476237206435714,5.70738524477378,0.285369262238689,0.761606468674403
2018-05-28,18.2761069396079,10.1505348906547,0.456902673490197,6.49531350273309,0.324765675136655,0.781668348626852
2018-05-29,15.7931382953422,10.4716992290993,0.394828457383554,7.31307157003084,0.365653578501542,0.760482035885096
2018-05-30,17.4443982408895,10.058601144935,0.436109956022237,6.56972149675712,0.328486074837856,0.764596030860093
2018-05-31,NA,NA,NA,NA,NA,NA
