"date","GPP","ER","Uaut_gNm2day","HR","Uhet_gNm2day","U_gNm2day"
2018-01-31,NA,NA,NA,NA,NA,NA
2018-02-01,6.74375316629072,1.71895148193632,0.168593829157268,0.370200848678181,0.018510042433909,0.187103871591177
2018-02-02,8.09079258211414,2.36614204013818,0.202269814552853,0.747983523715354,0.0373991761857677,0.239668990738621
2018-02-03,10.242692762016,4.35680006603337,0.2560673190504,2.30826151363017,0.115413075681508,0.371480394731909
2018-02-04,6.1559320003366,5.23200805760391,0.153898300008415,4.00082165753659,0.20004108287683,0.353939382885245
2018-02-05,7.02883793629527,6.53326960381444,0.175720948407382,5.12750201655539,0.256375100827769,0.432096049235151
2018-02-06,7.12072673710629,4.28726932190021,0.178018168427657,2.86312397447895,0.143156198723948,0.321174367151605
2018-02-07,3.22521321583232,3.97594807222734,0.0806303303958079,3.33090542906088,0.166545271453044,0.247175601848852
2018-02-08,13.3700747313651,7.22133480590998,0.334251868284127,4.54731985963696,0.227365992981848,0.561617861265975
2018-02-09,4.49915787836059,5.64622919841122,0.112478946959015,4.7463976227391,0.237319881136955,0.34979882809597
2018-02-10,5.71132822018642,7.27097818916169,0.14278320550466,6.1287125451244,0.30643562725622,0.449218832760881
2018-02-11,5.32564468549124,2.78883600921938,0.133141117137281,1.72370707212113,0.0861853536060567,0.219326470743338
2018-02-12,3.92225482097613,1.89364998203328,0.0980563705244032,1.10919901783805,0.0554599508919025,0.153516321416306
2018-02-13,4.21195927036423,1.92279106715063,0.105298981759106,1.08039921307779,0.0540199606538893,0.159318942412995
2018-02-14,5.94115142570433,3.94951466734048,0.148528785642608,2.76128438219961,0.138064219109981,0.286593004752589
2018-02-15,13.0497527290537,5.12154571587715,0.326243818226343,2.51159517006641,0.12557975850332,0.451823576729664
2018-02-16,7.8657476551346,0.467311873135054,0.196643691378365,-1.10583765789187,-0.0552918828945933,0.141351808483772
2018-02-17,6.56049352733547,3.17502993590464,0.164012338183387,1.86293123043755,0.0931465615218774,0.257158899705264
2018-02-18,5.12371120985565,3.36898204107699,0.128092780246391,2.34423979910586,0.117211989955293,0.245304770201684
2018-02-19,5.20223871317752,5.71623854830528,0.130055967829438,4.67579080566978,0.233789540283489,0.363845508112927
2018-02-20,4.12109927928263,4.12348609338903,0.103027481982066,3.2992662375325,0.164963311876625,0.267990793858691
2018-02-21,6.08239814261579,1.69862360179711,0.152059953565395,0.482143973273952,0.0241071986636976,0.176167152229092
2018-02-22,4.42460916585667,3.09703696839232,0.110615229146417,2.21211513522098,0.110605756761049,0.221220985907466
2018-02-23,3.81724241048423,3.94133786941241,0.0954310602621056,3.17788938731557,0.158894469365778,0.254325529627884
2018-02-24,5.66545921280328,4.46733458391923,0.141636480320082,3.33424274135858,0.166712137067929,0.308348617388011
2018-02-25,9.55521952298124,2.54860785645059,0.238880488074531,0.637563951854339,0.031878197592717,0.270758685667248
2018-02-26,12.3418153530707,1.36832343188566,0.308545383826767,-1.10003963872847,-0.0550019819364237,0.253543401890344
2018-02-27,13.5144378200126,1.17346305158093,0.337860945500315,-1.52942451242159,-0.0764712256210795,0.261389719879236
2018-02-28,12.6673117769293,4.05697350706674,0.316682794423231,1.52351115168089,0.0761755575840446,0.392858352007276
